mine_id,mine_name,latitude,longitude,elevation_m,slope_degrees,aspect_degrees,terrain_ruggedness_index,data_source
1488,Mine_01488,8.046483,79.776436,434.41,6.22,242.31,4.99,synthetic_srtm
1489,Mine_01489,10.945371,78.44618,317.84,3.95,359.84,1.34,synthetic_srtm
1490,Mine_01490,8.246226,76.243214,1073.15,42.35,262.32,15.81,synthetic_srtm
1491,Mine_01491,8.575633,79.701916,659.51,22.34,216.15,6.73,synthetic_srtm
1492,Mine_01492,10.200854,76.67723,842.16,5.05,327.15,3.12,synthetic_srtm
1493,Mine_01493,10.698375,79.819454,869.9,14.87,127.4,5.52,synthetic_srtm
1494,Mine_01494,10.243794,77.460493,440.13,4.22,84.67,5.81,synthetic_srtm
1495,Mine_01495,8.245637,77.393017,268.78,14.31,270.9,7.33,synthetic_srtm
1496,Mine_01496,12.431215,79.011326,216.34,12.76,333.51,6.9,synthetic_srtm
1497,Mine_01497,11.349659,79.460411,797.25,24.76,7.4,11.08,synthetic_srtm
1498,Mine_01498,10.399344,80.373779,534.25,15.56,324.51,8.34,synthetic_srtm
1499,Mine_01499,12.693406,79.885712,631.32,13.17,40.54,4.8,synthetic_srtm
1500,Mine_01500,12.230878,78.685253,364.81,6.61,87.85,4.6,synthetic_srtm
1501,Mine_01501,9.932584,80.492001,818.12,16.31,118.25,6.68,synthetic_srtm
1502,Mine_01502,11.563023,76.942906,836.92,13.46,119.23,4.16,synthetic_srtm
1503,Mine_01503,13.455411,79.553928,782.63,6.81,252.88,5.72,synthetic_srtm
1504,Mine_01504,8.434393,79.119839,852.7,18.0,47.61,9.77,synthetic_srtm
1505,Mine_01505,12.839613,80.498836,850.9,18.76,49.61,9.42,synthetic_srtm
1506,Mine_01506,9.436848,80.418574,897.5,20.78,128.94,9.71,synthetic_srtm
1507,Mine_01507,11.322718,80.21117,844.36,7.24,12.73,6.46,synthetic_srtm
1508,Mine_01508,8.104102,76.161517,1411.18,27.84,65.32,8.92,synthetic_srtm
1509,Mine_01509,8.101044,77.217348,895.22,8.42,142.24,3.31,synthetic_srtm
1510,Mine_01510,9.703511,78.172645,613.87,18.29,102.55,6.81,synthetic_srtm
1511,Mine_01511,11.6287,76.61642,1186.15,28.77,61.71,12.64,synthetic_srtm
1512,Mine_01512,9.502378,76.942837,785.49,7.23,140.45,5.63,synthetic_srtm
1513,Mine_01513,11.961474,79.092774,473.09,14.36,254.39,7.6,synthetic_srtm
1514,Mine_01514,8.343461,79.694853,444.32,3.61,140.7,6.05,synthetic_srtm
1515,Mine_01515,11.700703,79.793666,229.73,10.28,162.07,3.67,synthetic_srtm
1516,Mine_01516,9.652688,79.614685,581.24,9.9,65.67,4.81,synthetic_srtm
1517,Mine_01517,12.629948,79.606084,439.97,0.78,233.88,4.1,synthetic_srtm
1518,Mine_01518,8.058698,79.494509,485.45,7.65,29.98,7.0,synthetic_srtm
1519,Mine_01519,10.080137,79.57253,237.44,2.96,261.43,1.58,synthetic_srtm
1520,Mine_01520,9.905581,80.378704,355.18,3.69,276.38,1.16,synthetic_srtm
1521,Mine_01521,11.877848,78.029439,925.99,6.98,15.73,4.54,synthetic_srtm
1522,Mine_01522,11.910434,77.975687,1978.7,39.06,302.61,15.59,synthetic_srtm
1523,Mine_01523,11.588666,79.482103,310.47,9.51,84.72,3.06,synthetic_srtm
1524,Mine_01524,9.802742,79.870331,732.36,10.57,134.58,4.8,synthetic_srtm
1525,Mine_01525,13.159296,76.689107,856.63,24.77,49.98,11.14,synthetic_srtm
1526,Mine_01526,9.15127,77.083951,405.4,1.94,212.5,1.5,synthetic_srtm
1527,Mine_01527,9.821646,77.271244,524.03,21.17,65.63,7.5,synthetic_srtm
1528,Mine_01528,10.673316,77.41202,976.76,24.9,135.78,8.51,synthetic_srtm
1529,Mine_01529,11.756883,78.973273,667.75,24.33,231.1,12.03,synthetic_srtm
1530,Mine_01530,12.863348,79.882038,435.11,8.69,179.89,2.97,synthetic_srtm
1531,Mine_01531,10.927674,80.073948,968.8,15.19,287.49,5.45,synthetic_srtm
1532,Mine_01532,11.216162,79.673025,406.39,11.29,117.34,6.32,synthetic_srtm
1533,Mine_01533,13.008537,80.330353,571.25,14.27,73.08,4.58,synthetic_srtm
1534,Mine_01534,8.68993,79.539174,604.92,7.51,298.92,3.97,synthetic_srtm
1535,Mine_01535,12.071667,77.407423,1673.02,39.93,84.27,15.59,synthetic_srtm
1536,Mine_01536,13.441374,79.056213,529.88,7.65,94.52,5.16,synthetic_srtm
1537,Mine_01537,8.593193,77.180372,261.93,11.05,33.44,4.08,synthetic_srtm
1538,Mine_01538,11.086331,78.138837,659.5,8.51,155.69,5.23,synthetic_srtm
1539,Mine_01539,11.386493,79.109281,656.47,16.31,300.67,5.73,synthetic_srtm
1540,Mine_01540,11.546708,77.682724,2197.75,29.55,228.6,13.76,synthetic_srtm
1541,Mine_01541,13.065882,77.444209,1061.71,18.08,114.21,9.52,synthetic_srtm
1542,Mine_01542,13.186614,79.577828,892.31,22.33,339.88,11.56,synthetic_srtm
1543,Mine_01543,10.212621,79.524805,859.92,20.32,157.27,10.58,synthetic_srtm
1544,Mine_01544,13.157579,76.410632,1194.72,43.69,286.67,17.57,synthetic_srtm
1545,Mine_01545,12.488184,79.611523,986.68,22.12,299.5,7.35,synthetic_srtm
1546,Mine_01546,9.584837,77.062036,591.44,17.17,184.43,6.39,synthetic_srtm
1547,Mine_01547,8.037335,76.688244,568.2,5.17,321.2,6.31,synthetic_srtm
1548,Mine_01548,8.820974,77.084483,872.52,23.37,58.31,11.73,synthetic_srtm
1549,Mine_01549,9.842547,76.932771,760.96,22.73,76.82,9.9,synthetic_srtm
1550,Mine_01550,9.592705,78.597399,533.25,20.96,272.3,8.64,synthetic_srtm
1551,Mine_01551,13.153221,77.697634,1980.43,44.43,80.43,15.0,synthetic_srtm
1552,Mine_01552,8.321951,77.374361,918.54,16.78,155.15,6.08,synthetic_srtm
1553,Mine_01553,8.087109,78.510146,834.49,18.87,140.47,7.69,synthetic_srtm
1554,Mine_01554,9.723522,77.32799,958.0,18.07,322.01,7.67,synthetic_srtm
1555,Mine_01555,8.536903,80.040081,599.43,7.5,291.71,6.79,synthetic_srtm
1556,Mine_01556,8.691913,78.651992,295.94,12.53,316.66,7.69,synthetic_srtm
1557,Mine_01557,12.383211,78.656917,703.63,12.35,351.42,7.66,synthetic_srtm
1558,Mine_01558,11.905953,79.048038,934.68,24.5,96.33,10.39,synthetic_srtm
1559,Mine_01559,9.979527,79.005128,463.92,8.76,348.6,7.39,synthetic_srtm
1560,Mine_01560,12.416533,79.22267,291.64,3.12,349.27,2.47,synthetic_srtm
1561,Mine_01561,9.384981,80.414633,851.28,5.19,236.98,5.64,synthetic_srtm
1562,Mine_01562,10.618114,80.056775,622.24,5.9,282.9,1.84,synthetic_srtm
1563,Mine_01563,10.008017,78.751727,976.17,23.43,274.1,10.27,synthetic_srtm
1564,Mine_01564,8.383052,78.650212,377.25,7.84,292.52,4.04,synthetic_srtm
1565,Mine_01565,10.323452,77.791392,784.07,11.88,299.05,8.54,synthetic_srtm
1566,Mine_01566,12.804556,77.482201,1415.26,18.58,175.98,5.98,synthetic_srtm
1567,Mine_01567,8.098768,76.335297,1022.51,18.98,77.33,7.54,synthetic_srtm
1568,Mine_01568,9.041485,79.470954,238.15,7.96,297.02,2.49,synthetic_srtm
1569,Mine_01569,8.155856,79.728386,447.85,5.13,300.98,3.23,synthetic_srtm
1570,Mine_01570,9.1817,76.181486,521.59,12.97,291.17,6.75,synthetic_srtm
1571,Mine_01571,10.301472,78.288425,494.14,5.04,4.37,3.84,synthetic_srtm
1572,Mine_01572,11.328059,77.780852,1458.17,44.92,70.09,13.54,synthetic_srtm
1573,Mine_01573,8.325728,76.474286,1224.23,18.05,275.55,8.91,synthetic_srtm
1574,Mine_01574,12.539196,76.566733,1000.42,28.38,286.67,11.84,synthetic_srtm
1575,Mine_01575,12.094025,78.787503,514.4,7.71,1.57,4.69,synthetic_srtm
1576,Mine_01576,10.543512,80.234346,488.63,9.88,96.09,5.5,synthetic_srtm
1577,Mine_01577,12.518677,78.495201,393.03,6.62,196.0,5.09,synthetic_srtm
1578,Mine_01578,8.247989,79.290495,651.13,10.81,162.48,5.51,synthetic_srtm
1579,Mine_01579,13.292666,79.753624,217.17,7.84,255.98,4.77,synthetic_srtm
1580,Mine_01580,9.914148,80.014688,272.31,14.91,19.57,8.66,synthetic_srtm
1581,Mine_01581,8.729322,77.050283,633.82,21.07,311.08,10.89,synthetic_srtm
1582,Mine_01582,10.460328,79.554391,712.75,16.67,169.56,5.76,synthetic_srtm
1583,Mine_01583,10.403685,77.786002,697.79,6.8,234.95,2.76,synthetic_srtm
1584,Mine_01584,8.939182,77.020767,941.9,11.98,231.6,7.83,synthetic_srtm
1585,Mine_01585,8.938726,78.983078,484.49,13.1,207.6,8.32,synthetic_srtm
1586,Mine_01586,13.3654,77.499588,2118.66,26.83,215.99,9.18,synthetic_srtm
1587,Mine_01587,13.332563,79.358145,397.38,9.19,50.95,5.54,synthetic_srtm
1588,Mine_01588,9.967973,77.239561,693.22,22.57,294.95,9.13,synthetic_srtm
1589,Mine_01589,12.674932,79.808293,537.74,10.3,89.61,3.53,synthetic_srtm
1590,Mine_01590,10.331618,76.299129,1411.86,21.2,13.57,9.34,synthetic_srtm
1591,Mine_01591,13.484225,79.475849,833.83,19.86,225.85,10.43,synthetic_srtm
1592,Mine_01592,12.183876,76.674383,813.27,18.95,293.97,10.59,synthetic_srtm
1593,Mine_01593,8.063393,76.586533,1006.47,29.12,162.96,10.88,synthetic_srtm
1594,Mine_01594,9.69748,76.586458,711.99,18.85,227.89,6.85,synthetic_srtm
1595,Mine_01595,13.288248,77.110363,2394.78,27.02,239.91,8.19,synthetic_srtm
1596,Mine_01596,10.276593,77.215263,814.65,20.29,156.35,6.67,synthetic_srtm
1597,Mine_01597,11.232296,77.175978,1968.58,37.34,271.16,12.14,synthetic_srtm
1598,Mine_01598,9.531559,80.034128,831.41,22.24,157.95,7.24,synthetic_srtm
1599,Mine_01599,13.015299,79.325256,951.61,7.87,17.04,3.68,synthetic_srtm
1600,Mine_01600,13.292023,80.056686,477.8,6.16,133.71,5.65,synthetic_srtm
1601,Mine_01601,9.389647,77.965497,479.8,0.68,218.87,0.52,synthetic_srtm
1602,Mine_01602,8.124021,76.250873,622.6,14.91,275.38,4.76,synthetic_srtm
1603,Mine_01603,11.724085,78.351578,829.15,13.11,178.98,8.0,synthetic_srtm
1604,Mine_01604,8.607252,77.887812,921.83,24.79,292.76,9.61,synthetic_srtm
1605,Mine_01605,12.202203,76.081171,670.7,21.33,71.78,7.4,synthetic_srtm
1606,Mine_01606,10.577584,80.223602,424.54,2.68,33.34,1.29,synthetic_srtm
1607,Mine_01607,8.766132,76.100226,663.27,12.18,78.17,7.38,synthetic_srtm
1608,Mine_01608,13.098437,78.993041,381.85,13.43,345.91,5.79,synthetic_srtm
1609,Mine_01609,13.325144,80.153185,284.01,0.7,327.62,4.44,synthetic_srtm
1610,Mine_01610,8.266177,76.668328,646.89,21.29,185.25,6.58,synthetic_srtm
1611,Mine_01611,10.487779,77.909751,350.69,9.35,323.81,4.05,synthetic_srtm
1612,Mine_01612,11.837055,78.384529,608.5,12.85,28.55,4.03,synthetic_srtm
1613,Mine_01613,11.063762,79.54307,505.18,11.56,271.96,6.37,synthetic_srtm
1614,Mine_01614,13.257285,79.303489,320.67,13.69,250.43,5.87,synthetic_srtm
1615,Mine_01615,12.726331,78.676747,273.39,1.48,276.97,3.64,synthetic_srtm
1616,Mine_01616,12.651397,76.519831,1507.18,18.23,204.67,10.01,synthetic_srtm
1617,Mine_01617,8.362417,76.751751,658.49,21.75,335.53,10.98,synthetic_srtm
1618,Mine_01618,9.585115,77.156463,772.4,21.74,23.71,10.67,synthetic_srtm
1619,Mine_01619,11.761137,79.564201,257.93,0.6,44.46,5.0,synthetic_srtm
1620,Mine_01620,9.730199,76.909374,1257.43,37.37,355.34,13.47,synthetic_srtm
1621,Mine_01621,9.477188,79.874783,512.82,15.01,268.04,8.96,synthetic_srtm
1622,Mine_01622,9.616788,76.971119,1465.7,15.04,164.05,7.09,synthetic_srtm
1623,Mine_01623,8.102556,79.620888,930.14,8.29,260.23,2.62,synthetic_srtm
1624,Mine_01624,9.703251,76.652647,803.15,17.21,37.15,9.06,synthetic_srtm
1625,Mine_01625,8.04768,80.173827,455.62,9.79,226.44,7.78,synthetic_srtm
1626,Mine_01626,8.007455,78.236902,684.25,7.76,168.19,2.57,synthetic_srtm
1627,Mine_01627,11.781056,77.124404,2067.54,33.29,266.52,11.37,synthetic_srtm
1628,Mine_01628,10.329473,78.572365,401.48,9.65,152.0,5.35,synthetic_srtm
1629,Mine_01629,12.174654,78.301665,758.4,12.54,217.4,6.71,synthetic_srtm
1630,Mine_01630,11.202966,80.437304,252.05,4.63,133.74,5.92,synthetic_srtm
1631,Mine_01631,9.900036,77.168248,401.01,0.8,204.62,2.15,synthetic_srtm
1632,Mine_01632,12.920288,78.441465,371.2,11.46,74.68,7.63,synthetic_srtm
1633,Mine_01633,13.208722,78.271937,352.38,13.95,285.3,6.9,synthetic_srtm
1634,Mine_01634,10.299719,78.459815,685.88,17.23,239.49,7.96,synthetic_srtm
1635,Mine_01635,13.099636,78.648637,872.84,5.33,291.45,2.54,synthetic_srtm
1636,Mine_01636,9.252781,78.627362,742.36,10.84,349.41,3.97,synthetic_srtm
1637,Mine_01637,9.119445,76.700882,1689.93,16.39,114.35,7.79,synthetic_srtm
1638,Mine_01638,8.195867,78.240893,324.63,9.83,49.43,5.74,synthetic_srtm
1639,Mine_01639,8.97615,77.135004,294.96,3.6,316.72,4.58,synthetic_srtm
1640,Mine_01640,10.737073,76.963793,530.16,9.95,50.75,6.07,synthetic_srtm
1641,Mine_01641,11.904632,78.401764,578.8,9.76,47.47,5.62,synthetic_srtm
1642,Mine_01642,8.969069,78.727975,425.26,8.62,143.98,4.47,synthetic_srtm
1643,Mine_01643,9.701879,78.72791,571.03,15.0,326.79,6.75,synthetic_srtm
1644,Mine_01644,8.065438,77.319202,784.8,14.01,10.11,4.86,synthetic_srtm
1645,Mine_01645,10.591449,78.580307,512.13,16.1,139.32,7.75,synthetic_srtm
1646,Mine_01646,11.564807,79.366932,943.91,18.93,344.28,6.25,synthetic_srtm
1647,Mine_01647,9.180509,78.869663,823.07,14.48,9.7,6.82,synthetic_srtm
1648,Mine_01648,12.084968,79.809525,706.57,13.6,100.85,8.35,synthetic_srtm
1649,Mine_01649,12.953663,79.706467,480.53,9.17,145.34,2.78,synthetic_srtm
1650,Mine_01650,12.577051,78.805257,916.76,24.29,223.15,8.98,synthetic_srtm
1651,Mine_01651,10.335735,76.688328,832.67,24.56,341.9,11.79,synthetic_srtm
1652,Mine_01652,9.549236,78.163016,326.25,12.71,81.04,5.12,synthetic_srtm
1653,Mine_01653,9.581544,76.721442,1523.83,26.54,179.84,11.97,synthetic_srtm
1654,Mine_01654,8.169263,78.778582,264.41,12.1,263.69,3.63,synthetic_srtm
1655,Mine_01655,11.893344,79.365656,722.49,21.11,122.38,8.48,synthetic_srtm
1656,Mine_01656,9.173497,77.732728,556.26,8.4,329.28,5.08,synthetic_srtm
1657,Mine_01657,10.87737,80.043875,481.94,14.95,279.09,6.74,synthetic_srtm
1658,Mine_01658,9.435658,78.421304,638.49,23.31,155.56,11.36,synthetic_srtm
1659,Mine_01659,8.203786,78.408637,239.03,5.08,297.45,3.66,synthetic_srtm
1660,Mine_01660,9.532124,79.47215,623.0,9.76,243.69,4.25,synthetic_srtm
1661,Mine_01661,11.623705,78.548997,709.76,20.24,125.87,8.21,synthetic_srtm
1662,Mine_01662,8.482751,79.006813,394.6,4.15,46.26,4.56,synthetic_srtm
1663,Mine_01663,11.941476,77.967767,2171.06,27.91,214.09,8.87,synthetic_srtm
1664,Mine_01664,8.695999,78.144792,994.31,5.93,151.47,2.75,synthetic_srtm
1665,Mine_01665,13.456088,79.089927,586.17,8.34,292.4,7.07,synthetic_srtm
1666,Mine_01666,8.854388,78.99976,872.42,20.28,190.41,6.18,synthetic_srtm
1667,Mine_01667,11.411588,77.324322,1875.71,20.17,235.98,6.68,synthetic_srtm
1668,Mine_01668,10.527798,77.065658,261.1,2.28,211.73,2.72,synthetic_srtm
1669,Mine_01669,8.751973,77.875127,968.95,19.17,163.45,9.06,synthetic_srtm
1670,Mine_01670,9.886742,77.848152,597.31,19.55,142.0,7.5,synthetic_srtm
1671,Mine_01671,9.698321,77.315988,534.95,19.03,358.17,10.38,synthetic_srtm
1672,Mine_01672,9.644213,78.519212,554.43,9.87,31.52,4.08,synthetic_srtm
1673,Mine_01673,10.8161,80.465089,498.66,4.26,262.32,5.75,synthetic_srtm
1674,Mine_01674,8.792923,80.141226,727.05,12.28,80.4,8.26,synthetic_srtm
1675,Mine_01675,11.343767,76.471431,643.94,5.62,165.95,5.5,synthetic_srtm
1676,Mine_01676,11.385934,76.057404,1557.16,16.26,213.58,6.86,synthetic_srtm
1677,Mine_01677,11.569943,77.576065,1088.78,42.94,245.1,15.07,synthetic_srtm
1678,Mine_01678,8.023978,80.16093,424.88,6.68,323.43,6.42,synthetic_srtm
1679,Mine_01679,8.932599,79.678356,470.39,13.56,294.92,5.97,synthetic_srtm
1680,Mine_01680,11.005316,77.602951,1901.47,23.2,275.53,7.12,synthetic_srtm
1681,Mine_01681,8.548152,77.226102,848.32,7.78,204.42,6.01,synthetic_srtm
1682,Mine_01682,8.053352,76.630202,741.2,13.77,52.18,4.96,synthetic_srtm
1683,Mine_01683,13.188465,77.642877,2033.69,38.81,336.2,13.78,synthetic_srtm
1684,Mine_01684,11.336958,78.820527,959.79,6.48,55.82,5.0,synthetic_srtm
1685,Mine_01685,12.027598,79.496259,207.13,10.56,245.64,3.99,synthetic_srtm
1686,Mine_01686,10.655919,78.313363,241.14,12.53,329.27,6.65,synthetic_srtm
1687,Mine_01687,12.741572,79.776366,808.65,16.44,319.11,8.82,synthetic_srtm
1688,Mine_01688,11.264858,76.738832,1453.34,36.71,162.45,14.92,synthetic_srtm
1689,Mine_01689,8.590157,76.927219,901.63,17.57,189.97,7.79,synthetic_srtm
1690,Mine_01690,11.776226,77.649056,1281.47,17.72,358.27,9.74,synthetic_srtm
1691,Mine_01691,9.729118,79.645564,410.91,4.16,175.81,3.76,synthetic_srtm
1692,Mine_01692,13.428953,78.505963,308.89,0.63,164.98,0.29,synthetic_srtm
1693,Mine_01693,12.19038,79.480633,700.96,10.54,315.91,3.39,synthetic_srtm
1694,Mine_01694,11.350575,79.839278,697.8,18.04,128.07,10.07,synthetic_srtm
1695,Mine_01695,13.247517,79.488224,260.23,11.83,155.06,4.72,synthetic_srtm
1696,Mine_01696,10.340599,78.472703,850.14,9.9,281.65,6.97,synthetic_srtm
1697,Mine_01697,9.459222,76.757039,738.0,20.41,3.87,10.2,synthetic_srtm
1698,Mine_01698,10.048901,77.180835,747.01,9.23,119.75,4.45,synthetic_srtm
1699,Mine_01699,11.365472,77.680838,1305.88,19.34,239.52,6.4,synthetic_srtm
1700,Mine_01700,11.23232,77.134819,2186.99,21.38,93.06,7.0,synthetic_srtm
1701,Mine_01701,9.62836,78.317183,754.46,6.8,304.77,5.58,synthetic_srtm
1702,Mine_01702,8.260285,76.185525,905.7,21.2,77.36,11.13,synthetic_srtm
1703,Mine_01703,11.075522,78.394597,901.03,23.78,126.1,8.46,synthetic_srtm
1704,Mine_01704,9.576633,77.65131,945.63,6.19,108.54,3.11,synthetic_srtm
1705,Mine_01705,12.237648,78.775676,442.99,9.65,65.27,6.09,synthetic_srtm
1706,Mine_01706,12.793501,78.182465,563.34,21.03,214.92,7.48,synthetic_srtm
1707,Mine_01707,11.103656,76.515398,1275.32,41.82,143.52,13.85,synthetic_srtm
1708,Mine_01708,11.906154,77.637547,1900.47,40.3,13.12,15.28,synthetic_srtm
1709,Mine_01709,8.590993,79.807536,518.94,17.73,10.97,9.27,synthetic_srtm
1710,Mine_01710,9.739608,80.392318,850.48,7.09,222.42,5.93,synthetic_srtm
1711,Mine_01711,10.184751,78.57094,841.12,23.35,8.09,8.58,synthetic_srtm
1712,Mine_01712,11.009202,76.183533,561.71,19.37,344.81,10.24,synthetic_srtm
1713,Mine_01713,12.725217,77.0276,1105.73,39.15,13.57,16.21,synthetic_srtm
1714,Mine_01714,12.464972,79.338247,848.15,6.35,208.29,6.18,synthetic_srtm
1715,Mine_01715,9.518652,80.18665,360.48,11.48,236.31,3.94,synthetic_srtm
1716,Mine_01716,10.325776,78.327177,245.51,0.0,295.73,2.46,synthetic_srtm
1717,Mine_01717,11.974364,76.92027,1483.3,17.61,143.25,9.93,synthetic_srtm
1718,Mine_01718,10.426139,79.301298,680.57,7.48,272.01,3.66,synthetic_srtm
1719,Mine_01719,11.366873,77.948379,1721.18,38.49,262.53,15.38,synthetic_srtm
1720,Mine_01720,10.82271,79.924477,522.2,17.99,313.26,5.97,synthetic_srtm
1721,Mine_01721,9.783725,79.22274,617.34,7.21,306.94,2.82,synthetic_srtm
1722,Mine_01722,12.461768,77.001922,2005.58,43.64,132.91,15.11,synthetic_srtm
1723,Mine_01723,10.970161,78.074651,780.14,8.86,204.34,4.23,synthetic_srtm
1724,Mine_01724,13.422954,80.219941,984.23,11.22,228.56,4.12,synthetic_srtm
1725,Mine_01725,11.615944,80.0278,647.66,10.18,340.41,3.35,synthetic_srtm
1726,Mine_01726,11.305955,79.194121,301.57,1.71,230.49,1.42,synthetic_srtm
1727,Mine_01727,10.864486,77.208507,985.26,15.4,27.26,7.59,synthetic_srtm
1728,Mine_01728,9.775956,78.165733,754.28,9.79,273.06,6.23,synthetic_srtm
1729,Mine_01729,13.289023,78.301604,504.83,14.01,151.96,6.91,synthetic_srtm
1730,Mine_01730,8.346343,79.753609,284.64,14.9,162.03,5.4,synthetic_srtm
1731,Mine_01731,12.500734,78.883844,494.26,10.5,122.48,5.26,synthetic_srtm
1732,Mine_01732,9.750402,77.080313,417.91,11.22,35.0,4.75,synthetic_srtm
1733,Mine_01733,9.834318,76.985366,656.84,19.55,73.16,7.87,synthetic_srtm
1734,Mine_01734,9.9168,76.594301,1639.03,41.28,213.8,13.63,synthetic_srtm
1735,Mine_01735,12.238534,78.798211,496.07,11.41,206.12,5.41,synthetic_srtm
1736,Mine_01736,13.140586,76.038561,1688.26,23.49,241.09,11.81,synthetic_srtm
1737,Mine_01737,8.99657,79.023747,482.56,9.88,17.06,3.03,synthetic_srtm
1738,Mine_01738,9.709566,80.429083,947.98,24.92,239.42,12.12,synthetic_srtm
1739,Mine_01739,12.453837,79.767486,776.85,24.91,356.47,11.37,synthetic_srtm
1740,Mine_01740,11.138088,80.255334,531.06,11.8,19.31,3.74,synthetic_srtm
1741,Mine_01741,13.130654,76.342381,1009.16,33.79,151.66,10.16,synthetic_srtm
1742,Mine_01742,11.206603,80.09013,340.44,10.13,260.37,4.17,synthetic_srtm
1743,Mine_01743,8.129025,77.482375,385.21,11.18,99.3,6.85,synthetic_srtm
1744,Mine_01744,11.489942,78.397202,541.45,6.58,349.21,5.91,synthetic_srtm
1745,Mine_01745,10.482742,78.256513,768.48,23.29,275.01,8.24,synthetic_srtm
1746,Mine_01746,8.661872,76.443418,1165.17,29.27,260.45,12.57,synthetic_srtm
1747,Mine_01747,12.386346,76.693277,864.9,15.28,50.3,9.36,synthetic_srtm
1748,Mine_01748,10.279645,76.06664,1377.33,43.22,274.59,15.51,synthetic_srtm
1749,Mine_01749,13.031874,78.201384,784.37,8.01,329.34,4.83,synthetic_srtm
1750,Mine_01750,8.23284,78.850909,959.67,15.54,97.17,5.86,synthetic_srtm
1751,Mine_01751,12.165712,77.606218,2009.02,42.85,255.08,16.85,synthetic_srtm
1752,Mine_01752,10.390615,77.488577,246.81,7.99,16.2,2.84,synthetic_srtm
1753,Mine_01753,9.540738,76.657076,1277.43,31.57,314.9,14.42,synthetic_srtm
1754,Mine_01754,11.650375,77.714952,2093.61,35.22,205.57,15.51,synthetic_srtm
1755,Mine_01755,10.976534,76.106724,753.86,20.59,58.68,11.11,synthetic_srtm
1756,Mine_01756,11.968315,76.39657,641.77,9.31,193.21,4.61,synthetic_srtm
1757,Mine_01757,12.511611,77.818494,1581.33,15.84,223.54,5.44,synthetic_srtm
1758,Mine_01758,10.960795,78.542832,470.49,13.84,287.98,5.24,synthetic_srtm
1759,Mine_01759,12.407792,80.245426,440.19,3.21,249.02,3.99,synthetic_srtm
1760,Mine_01760,12.65594,78.273246,904.54,11.1,343.11,7.02,synthetic_srtm
1761,Mine_01761,12.024769,76.741303,809.75,8.25,241.38,7.3,synthetic_srtm
1762,Mine_01762,11.895782,77.655312,2114.26,26.05,198.62,11.02,synthetic_srtm
1763,Mine_01763,10.034387,78.918404,978.91,23.83,121.41,8.82,synthetic_srtm
1764,Mine_01764,13.440521,78.080628,349.37,2.86,290.72,3.46,synthetic_srtm
1765,Mine_01765,9.857409,79.643534,832.5,23.53,15.32,9.01,synthetic_srtm
1766,Mine_01766,11.940619,77.739222,2331.09,28.72,81.73,9.34,synthetic_srtm
1767,Mine_01767,9.708305,78.074363,797.6,23.46,191.27,10.22,synthetic_srtm
1768,Mine_01768,12.189585,76.262337,534.8,18.45,147.18,7.74,synthetic_srtm
1769,Mine_01769,11.581587,79.853283,452.32,1.25,61.38,2.71,synthetic_srtm
1770,Mine_01770,9.109104,76.352089,995.21,8.26,139.32,6.31,synthetic_srtm
1771,Mine_01771,12.042628,76.848792,1298.26,23.02,78.02,8.97,synthetic_srtm
1772,Mine_01772,8.275197,76.312279,1356.98,15.7,182.73,8.95,synthetic_srtm
1773,Mine_01773,11.383755,77.99431,1816.18,29.82,337.14,13.66,synthetic_srtm
1774,Mine_01774,12.278914,78.218631,489.35,10.86,326.3,3.57,synthetic_srtm
1775,Mine_01775,8.31196,76.132644,947.16,7.62,333.15,4.38,synthetic_srtm
1776,Mine_01776,11.380526,76.211676,1627.87,24.59,128.29,10.34,synthetic_srtm
1777,Mine_01777,9.865219,76.317272,1323.78,39.55,17.42,12.0,synthetic_srtm
1778,Mine_01778,10.079171,76.036487,1271.21,38.05,343.72,16.13,synthetic_srtm
1779,Mine_01779,11.778101,77.323015,1059.09,34.12,273.63,10.55,synthetic_srtm
1780,Mine_01780,9.277504,78.406604,994.95,11.03,336.95,6.86,synthetic_srtm
1781,Mine_01781,12.146657,76.496774,570.9,9.11,139.49,6.53,synthetic_srtm
1782,Mine_01782,8.778537,79.753564,321.68,1.39,78.35,1.53,synthetic_srtm
1783,Mine_01783,10.063855,80.42887,828.18,10.95,99.3,4.71,synthetic_srtm
1784,Mine_01784,13.085645,77.594107,1133.09,26.49,24.3,8.8,synthetic_srtm
1785,Mine_01785,11.990625,77.034217,1829.93,35.82,103.18,13.55,synthetic_srtm
1786,Mine_01786,9.306339,77.709552,980.32,14.82,124.25,5.02,synthetic_srtm
1787,Mine_01787,11.938347,77.454373,2141.5,40.49,52.37,16.69,synthetic_srtm
1788,Mine_01788,8.805052,76.850184,667.36,19.56,152.03,7.99,synthetic_srtm
1789,Mine_01789,13.445967,76.341332,975.18,11.47,227.91,7.67,synthetic_srtm
1790,Mine_01790,9.42275,79.220033,501.24,17.43,348.52,6.95,synthetic_srtm
1791,Mine_01791,9.742647,79.262919,398.0,11.08,128.25,5.75,synthetic_srtm
1792,Mine_01792,11.266306,78.904802,254.04,8.11,324.95,2.84,synthetic_srtm
1793,Mine_01793,11.788221,79.01948,623.28,11.05,37.15,7.22,synthetic_srtm
1794,Mine_01794,11.430644,76.025341,1531.94,28.69,118.92,11.78,synthetic_srtm
1795,Mine_01795,10.75743,76.195287,597.08,17.62,349.94,7.55,synthetic_srtm
