mine_id,mine_name,mineral_type,rock_stability_index,fracture_density,weathering_index,joint_spacing_m,ucs_mpa,data_source
3068,Mine_03068,Silica Sand,0.454,0.794,0.59,3.51,94.63,synthetic_geological_survey
3069,Mine_03069,Marble,0.856,0.399,0.611,4.88,103.69,synthetic_geological_survey
3070,Mine_03070,Limestone,0.628,0.523,0.42,4.5,44.31,synthetic_geological_survey
3071,Mine_03071,Sand,0.282,0.752,0.663,2.96,24.23,synthetic_geological_survey
3072,Mine_03072,Granite,0.699,0.262,0.463,2.91,51.97,synthetic_geological_survey
3073,Mine_03073,Salt,0.943,0.21,0.614,3.63,46.88,synthetic_geological_survey
3074,Mine_03074,Sand,0.253,0.675,0.605,1.28,162.37,synthetic_geological_survey
3075,Mine_03075,Salt,1.076,0.239,0.286,1.5,77.61,synthetic_geological_survey
3076,Mine_03076,Sandstone,0.445,0.534,0.401,0.88,130.03,synthetic_geological_survey
3077,Mine_03077,Salt,0.726,0.161,0.23,4.01,101.01,synthetic_geological_survey
3078,Mine_03078,Silica Sand,0.479,0.839,0.686,3.83,81.22,synthetic_geological_survey
3079,Mine_03079,Iron Ore,0.711,0.406,0.53,4.64,100.94,synthetic_geological_survey
3080,Mine_03080,Sandstone,0.534,0.64,0.576,2.79,152.94,synthetic_geological_survey
3081,Mine_03081,Limestone,0.711,0.592,0.546,3.29,54.7,synthetic_geological_survey
3082,Mine_03082,Marble,0.798,0.372,0.742,1.21,118.94,synthetic_geological_survey
3083,Mine_03083,Granite,0.733,0.275,0.669,0.89,149.92,synthetic_geological_survey
3084,Mine_03084,Granite,0.838,0.314,0.221,4.13,189.49,synthetic_geological_survey
3085,Mine_03085,Marble,0.723,0.338,0.388,1.95,133.74,synthetic_geological_survey
3086,Mine_03086,Silica Sand,0.352,0.615,0.504,1.48,130.81,synthetic_geological_survey
3087,Mine_03087,Marble,0.847,0.395,0.58,2.57,121.04,synthetic_geological_survey
3088,Mine_03088,Salt,0.83,0.185,0.394,4.25,171.96,synthetic_geological_survey
3089,Mine_03089,Sand,0.249,0.664,0.523,0.9,118.67,synthetic_geological_survey
3090,Mine_03090,Sand,0.255,0.68,0.584,0.98,171.01,synthetic_geological_survey
3091,Mine_03091,Salt,0.954,0.212,0.379,4.46,83.05,synthetic_geological_survey
3092,Mine_03092,Sand,0.293,0.781,0.706,4.1,182.79,synthetic_geological_survey
3093,Mine_03093,Limestone,0.693,0.578,0.288,1.72,94.11,synthetic_geological_survey
3094,Mine_03094,Sandstone,0.578,0.693,0.678,4.55,24.3,synthetic_geological_survey
3095,Mine_03095,Silica Sand,0.43,0.753,0.514,0.53,41.89,synthetic_geological_survey
3096,Mine_03096,Limestone,0.707,0.589,0.724,1.8,83.22,synthetic_geological_survey
3097,Mine_03097,Marble,0.733,0.342,0.48,1.37,184.14,synthetic_geological_survey
3098,Mine_03098,Limestone,0.508,0.423,0.705,1.98,193.47,synthetic_geological_survey
3099,Mine_03099,Silica Sand,0.329,0.576,0.221,4.62,94.81,synthetic_geological_survey
3100,Mine_03100,Silica Sand,0.389,0.681,0.383,3.66,61.19,synthetic_geological_survey
3101,Mine_03101,Sandstone,0.547,0.656,0.677,0.52,86.95,synthetic_geological_survey
3102,Mine_03102,Limestone,0.615,0.512,0.642,4.63,129.27,synthetic_geological_survey
3103,Mine_03103,Sand,0.36,0.959,0.463,3.85,134.55,synthetic_geological_survey
3104,Mine_03104,Granite,0.69,0.259,0.784,0.91,41.89,synthetic_geological_survey
3105,Mine_03105,Granite,0.818,0.307,0.726,2.65,102.19,synthetic_geological_survey
3106,Mine_03106,Limestone,0.525,0.437,0.512,2.28,163.44,synthetic_geological_survey
3107,Mine_03107,Silica Sand,0.381,0.667,0.407,2.18,27.68,synthetic_geological_survey
3108,Mine_03108,Limestone,0.486,0.405,0.56,0.81,106.53,synthetic_geological_survey
3109,Mine_03109,Marble,0.74,0.345,0.297,1.0,56.06,synthetic_geological_survey
3110,Mine_03110,Salt,0.762,0.169,0.26,2.99,102.57,synthetic_geological_survey
3111,Mine_03111,Marble,0.776,0.362,0.727,1.56,77.99,synthetic_geological_survey
3112,Mine_03112,Silica Sand,0.403,0.705,0.74,4.39,101.62,synthetic_geological_survey
3113,Mine_03113,Sand,0.319,0.852,0.608,2.92,139.29,synthetic_geological_survey
3114,Mine_03114,Limestone,0.562,0.468,0.496,1.47,140.63,synthetic_geological_survey
3115,Mine_03115,Limestone,0.606,0.505,0.531,4.62,75.08,synthetic_geological_survey
3116,Mine_03116,Limestone,0.596,0.497,0.779,2.38,186.31,synthetic_geological_survey
3117,Mine_03117,Iron Ore,0.601,0.344,0.407,2.61,51.67,synthetic_geological_survey
3118,Mine_03118,Limestone,0.569,0.474,0.767,3.12,42.1,synthetic_geological_survey
3119,Mine_03119,Salt,0.739,0.164,0.453,0.98,146.07,synthetic_geological_survey
3120,Mine_03120,Marble,0.792,0.37,0.335,0.94,124.86,synthetic_geological_survey
3121,Mine_03121,Marble,0.86,0.401,0.659,4.02,83.67,synthetic_geological_survey
3122,Mine_03122,Sand,0.255,0.681,0.272,4.12,197.35,synthetic_geological_survey
3123,Mine_03123,Sand,0.313,0.835,0.373,1.91,169.2,synthetic_geological_survey
3124,Mine_03124,Silica Sand,0.37,0.647,0.743,1.03,185.33,synthetic_geological_survey
3125,Mine_03125,Sandstone,0.436,0.523,0.56,2.88,54.77,synthetic_geological_survey
3126,Mine_03126,Sand,0.349,0.93,0.22,4.99,155.97,synthetic_geological_survey
3127,Mine_03127,Limestone,0.531,0.442,0.444,4.39,133.52,synthetic_geological_survey
3128,Mine_03128,Granite,0.891,0.334,0.427,2.62,136.23,synthetic_geological_survey
3129,Mine_03129,Sandstone,0.432,0.518,0.596,2.21,93.83,synthetic_geological_survey
3130,Mine_03130,Silica Sand,0.408,0.714,0.414,3.73,94.56,synthetic_geological_survey
3131,Mine_03131,Iron Ore,0.656,0.375,0.504,1.18,182.98,synthetic_geological_survey
3132,Mine_03132,Silica Sand,0.447,0.782,0.433,2.23,173.65,synthetic_geological_survey
3133,Mine_03133,Granite,0.685,0.257,0.435,4.19,141.68,synthetic_geological_survey
3134,Mine_03134,Iron Ore,0.568,0.325,0.625,0.56,80.09,synthetic_geological_survey
3135,Mine_03135,Granite,0.747,0.28,0.287,4.45,173.98,synthetic_geological_survey
3136,Mine_03136,Sandstone,0.463,0.555,0.381,1.15,71.84,synthetic_geological_survey
3137,Mine_03137,Iron Ore,0.593,0.339,0.771,2.02,148.76,synthetic_geological_survey
3138,Mine_03138,Sand,0.24,0.641,0.583,2.11,122.08,synthetic_geological_survey
3139,Mine_03139,Iron Ore,0.702,0.401,0.634,1.29,45.36,synthetic_geological_survey
3140,Mine_03140,Salt,1.035,0.23,0.773,4.58,65.1,synthetic_geological_survey
3141,Mine_03141,Sandstone,0.495,0.594,0.768,4.59,46.1,synthetic_geological_survey
3142,Mine_03142,Sand,0.338,0.903,0.315,4.69,166.15,synthetic_geological_survey
3143,Mine_03143,Silica Sand,0.477,0.835,0.658,2.78,73.64,synthetic_geological_survey
3144,Mine_03144,Limestone,0.678,0.565,0.588,2.15,107.95,synthetic_geological_survey
3145,Mine_03145,Marble,0.619,0.289,0.648,2.13,137.68,synthetic_geological_survey
3146,Mine_03146,Granite,0.714,0.268,0.71,4.56,191.04,synthetic_geological_survey
3147,Mine_03147,Sandstone,0.451,0.542,0.227,2.73,155.48,synthetic_geological_survey
3148,Mine_03148,Salt,1.017,0.226,0.656,3.17,132.67,synthetic_geological_survey
3149,Mine_03149,Sand,0.358,0.953,0.712,1.87,168.5,synthetic_geological_survey
3150,Mine_03150,Salt,0.994,0.221,0.294,4.79,45.04,synthetic_geological_survey
3151,Mine_03151,Salt,0.914,0.203,0.608,4.97,179.71,synthetic_geological_survey
3152,Mine_03152,Salt,0.857,0.19,0.239,2.04,150.64,synthetic_geological_survey
3153,Mine_03153,Granite,0.797,0.299,0.386,2.9,43.66,synthetic_geological_survey
3154,Mine_03154,Iron Ore,0.658,0.376,0.46,4.08,168.36,synthetic_geological_survey
3155,Mine_03155,Marble,0.732,0.342,0.511,0.54,51.5,synthetic_geological_survey
3156,Mine_03156,Sand,0.349,0.931,0.442,1.58,21.32,synthetic_geological_survey
3157,Mine_03157,Iron Ore,0.767,0.438,0.605,2.12,99.49,synthetic_geological_survey
3158,Mine_03158,Limestone,0.529,0.441,0.587,4.28,149.96,synthetic_geological_survey
3159,Mine_03159,Limestone,0.711,0.592,0.475,2.28,113.23,synthetic_geological_survey
3160,Mine_03160,Iron Ore,0.582,0.332,0.389,1.99,167.43,synthetic_geological_survey
3161,Mine_03161,Silica Sand,0.395,0.692,0.238,0.71,145.45,synthetic_geological_survey
3162,Mine_03162,Sandstone,0.517,0.621,0.71,2.29,150.21,synthetic_geological_survey
3163,Mine_03163,Sandstone,0.494,0.593,0.256,4.41,171.01,synthetic_geological_survey
3164,Mine_03164,Sandstone,0.504,0.605,0.509,1.9,57.56,synthetic_geological_survey
3165,Mine_03165,Limestone,0.593,0.494,0.297,3.06,159.57,synthetic_geological_survey
3166,Mine_03166,Iron Ore,0.649,0.371,0.385,1.39,127.71,synthetic_geological_survey
3167,Mine_03167,Limestone,0.679,0.566,0.488,0.58,76.73,synthetic_geological_survey
3168,Mine_03168,Salt,0.767,0.17,0.254,1.27,89.48,synthetic_geological_survey
3169,Mine_03169,Limestone,0.573,0.477,0.53,3.11,149.09,synthetic_geological_survey
3170,Mine_03170,Iron Ore,0.734,0.419,0.547,4.92,171.63,synthetic_geological_survey
3171,Mine_03171,Limestone,0.611,0.509,0.635,4.27,77.35,synthetic_geological_survey
3172,Mine_03172,Sand,0.329,0.878,0.66,3.52,112.03,synthetic_geological_survey
3173,Mine_03173,Silica Sand,0.352,0.616,0.505,4.62,80.86,synthetic_geological_survey
3174,Mine_03174,Limestone,0.596,0.497,0.705,1.64,196.48,synthetic_geological_survey
3175,Mine_03175,Granite,0.875,0.328,0.482,2.93,101.09,synthetic_geological_survey
3176,Mine_03176,Marble,0.69,0.322,0.761,1.66,190.01,synthetic_geological_survey
3177,Mine_03177,Limestone,0.669,0.558,0.415,3.91,191.12,synthetic_geological_survey
3178,Mine_03178,Granite,0.855,0.32,0.719,1.58,153.18,synthetic_geological_survey
3179,Mine_03179,Silica Sand,0.425,0.744,0.266,4.58,195.41,synthetic_geological_survey
3180,Mine_03180,Salt,1.047,0.233,0.758,2.58,53.23,synthetic_geological_survey
3181,Mine_03181,Marble,0.793,0.37,0.692,3.08,38.5,synthetic_geological_survey
3182,Mine_03182,Marble,0.677,0.316,0.618,1.79,38.1,synthetic_geological_survey
3183,Mine_03183,Limestone,0.504,0.42,0.363,1.25,22.48,synthetic_geological_survey
3184,Mine_03184,Silica Sand,0.393,0.687,0.514,2.45,60.73,synthetic_geological_survey
3185,Mine_03185,Silica Sand,0.372,0.65,0.637,1.53,188.41,synthetic_geological_survey
3186,Mine_03186,Granite,0.92,0.345,0.46,2.29,181.4,synthetic_geological_survey
3187,Mine_03187,Silica Sand,0.413,0.723,0.721,1.77,184.54,synthetic_geological_survey
3188,Mine_03188,Salt,0.836,0.186,0.705,0.93,153.5,synthetic_geological_survey
3189,Mine_03189,Salt,0.909,0.202,0.406,1.08,183.18,synthetic_geological_survey
3190,Mine_03190,Salt,0.948,0.211,0.543,1.92,42.03,synthetic_geological_survey
3191,Mine_03191,Granite,0.933,0.35,0.468,1.57,49.86,synthetic_geological_survey
3192,Mine_03192,Marble,0.803,0.375,0.415,1.14,98.74,synthetic_geological_survey
3193,Mine_03193,Marble,0.817,0.381,0.5,1.73,53.32,synthetic_geological_survey
3194,Mine_03194,Sandstone,0.438,0.525,0.438,0.61,22.35,synthetic_geological_survey
3195,Mine_03195,Silica Sand,0.365,0.639,0.211,0.72,186.47,synthetic_geological_survey
3196,Mine_03196,Marble,0.874,0.408,0.709,3.02,42.7,synthetic_geological_survey
3197,Mine_03197,Silica Sand,0.354,0.619,0.549,2.07,27.61,synthetic_geological_survey
3198,Mine_03198,Iron Ore,0.723,0.413,0.73,3.8,91.89,synthetic_geological_survey
3199,Mine_03199,Salt,0.933,0.207,0.204,2.86,175.12,synthetic_geological_survey
3200,Mine_03200,Iron Ore,0.82,0.469,0.528,1.7,86.15,synthetic_geological_survey
3201,Mine_03201,Silica Sand,0.432,0.756,0.309,1.75,26.49,synthetic_geological_survey
3202,Mine_03202,Silica Sand,0.329,0.576,0.483,3.13,106.17,synthetic_geological_survey
3203,Mine_03203,Sand,0.254,0.676,0.628,3.97,132.14,synthetic_geological_survey
3204,Mine_03204,Marble,0.782,0.365,0.451,4.93,79.24,synthetic_geological_survey
3205,Mine_03205,Iron Ore,0.681,0.389,0.565,3.61,152.81,synthetic_geological_survey
3206,Mine_03206,Sand,0.357,0.953,0.615,2.48,173.68,synthetic_geological_survey
3207,Mine_03207,Salt,1.037,0.231,0.43,4.91,60.29,synthetic_geological_survey
3208,Mine_03208,Salt,0.79,0.175,0.604,4.8,127.49,synthetic_geological_survey
3209,Mine_03209,Iron Ore,0.567,0.324,0.217,2.75,106.48,synthetic_geological_survey
3210,Mine_03210,Granite,0.896,0.336,0.339,0.85,123.21,synthetic_geological_survey
3211,Mine_03211,Limestone,0.624,0.52,0.445,4.6,99.35,synthetic_geological_survey
3212,Mine_03212,Sandstone,0.588,0.706,0.704,2.25,61.84,synthetic_geological_survey
3213,Mine_03213,Marble,0.661,0.308,0.553,3.51,49.14,synthetic_geological_survey
3214,Mine_03214,Silica Sand,0.41,0.718,0.236,0.84,41.76,synthetic_geological_survey
3215,Mine_03215,Granite,0.938,0.352,0.626,1.23,86.28,synthetic_geological_survey
3216,Mine_03216,Marble,0.786,0.367,0.397,3.34,31.16,synthetic_geological_survey
3217,Mine_03217,Salt,1.078,0.24,0.536,0.74,109.66,synthetic_geological_survey
3218,Mine_03218,Silica Sand,0.462,0.809,0.248,4.28,119.21,synthetic_geological_survey
3219,Mine_03219,Sand,0.287,0.766,0.253,0.6,107.71,synthetic_geological_survey
3220,Mine_03220,Sandstone,0.512,0.614,0.585,4.82,36.83,synthetic_geological_survey
3221,Mine_03221,Sandstone,0.433,0.52,0.492,2.3,153.83,synthetic_geological_survey
3222,Mine_03222,Salt,1.013,0.225,0.42,4.13,28.03,synthetic_geological_survey
3223,Mine_03223,Limestone,0.569,0.474,0.798,1.57,107.65,synthetic_geological_survey
3224,Mine_03224,Sandstone,0.481,0.577,0.576,1.97,79.76,synthetic_geological_survey
3225,Mine_03225,Granite,0.946,0.355,0.441,2.96,22.64,synthetic_geological_survey
3226,Mine_03226,Iron Ore,0.726,0.415,0.774,1.83,175.83,synthetic_geological_survey
3227,Mine_03227,Sand,0.305,0.812,0.297,1.15,184.38,synthetic_geological_survey
3228,Mine_03228,Marble,0.722,0.337,0.508,0.74,69.42,synthetic_geological_survey
3229,Mine_03229,Limestone,0.485,0.404,0.504,2.04,33.2,synthetic_geological_survey
3230,Mine_03230,Silica Sand,0.394,0.689,0.383,1.16,148.46,synthetic_geological_survey
3231,Mine_03231,Marble,0.652,0.304,0.682,3.59,75.6,synthetic_geological_survey
3232,Mine_03232,Sandstone,0.465,0.558,0.598,2.42,103.74,synthetic_geological_survey
3233,Mine_03233,Sand,0.298,0.794,0.344,4.69,133.32,synthetic_geological_survey
3234,Mine_03234,Iron Ore,0.744,0.425,0.777,1.47,110.69,synthetic_geological_survey
3235,Mine_03235,Limestone,0.521,0.434,0.422,1.93,182.05,synthetic_geological_survey
3236,Mine_03236,Iron Ore,0.562,0.321,0.27,3.98,83.26,synthetic_geological_survey
3237,Mine_03237,Limestone,0.619,0.516,0.452,1.86,190.29,synthetic_geological_survey
3238,Mine_03238,Sand,0.25,0.667,0.316,2.67,27.44,synthetic_geological_survey
3239,Mine_03239,Granite,0.912,0.342,0.269,1.33,165.22,synthetic_geological_survey
3240,Mine_03240,Iron Ore,0.596,0.341,0.689,4.8,85.42,synthetic_geological_survey
3241,Mine_03241,Granite,0.664,0.249,0.263,1.15,43.03,synthetic_geological_survey
3242,Mine_03242,Sand,0.274,0.729,0.367,2.36,115.87,synthetic_geological_survey
3243,Mine_03243,Marble,0.659,0.307,0.205,0.88,154.42,synthetic_geological_survey
3244,Mine_03244,Limestone,0.498,0.415,0.635,2.04,89.41,synthetic_geological_survey
3245,Mine_03245,Iron Ore,0.673,0.385,0.766,4.91,50.89,synthetic_geological_survey
3246,Mine_03246,Silica Sand,0.339,0.592,0.683,1.57,39.55,synthetic_geological_survey
3247,Mine_03247,Limestone,0.591,0.493,0.671,2.35,48.3,synthetic_geological_survey
3248,Mine_03248,Silica Sand,0.321,0.562,0.514,1.77,190.95,synthetic_geological_survey
3249,Mine_03249,Iron Ore,0.827,0.472,0.283,1.38,95.59,synthetic_geological_survey
3250,Mine_03250,Limestone,0.682,0.568,0.537,2.97,94.96,synthetic_geological_survey
3251,Mine_03251,Limestone,0.653,0.544,0.334,3.44,112.42,synthetic_geological_survey
3252,Mine_03252,Granite,0.795,0.298,0.347,2.65,197.56,synthetic_geological_survey
3253,Mine_03253,Silica Sand,0.355,0.621,0.251,2.6,114.17,synthetic_geological_survey
3254,Mine_03254,Limestone,0.697,0.581,0.556,4.78,61.46,synthetic_geological_survey
3255,Mine_03255,Granite,0.93,0.349,0.528,3.28,170.79,synthetic_geological_survey
3256,Mine_03256,Sand,0.298,0.794,0.663,4.61,144.04,synthetic_geological_survey
3257,Mine_03257,Salt,0.939,0.209,0.24,3.54,105.08,synthetic_geological_survey
3258,Mine_03258,Sand,0.295,0.787,0.796,3.23,101.91,synthetic_geological_survey
3259,Mine_03259,Silica Sand,0.403,0.706,0.338,2.31,60.56,synthetic_geological_survey
3260,Mine_03260,Sand,0.358,0.955,0.685,1.51,38.95,synthetic_geological_survey
3261,Mine_03261,Silica Sand,0.418,0.732,0.467,4.53,26.37,synthetic_geological_survey
3262,Mine_03262,Salt,0.755,0.168,0.399,4.62,69.07,synthetic_geological_survey
3263,Mine_03263,Marble,0.796,0.371,0.215,3.38,85.09,synthetic_geological_survey
3264,Mine_03264,Granite,0.759,0.285,0.79,2.41,41.77,synthetic_geological_survey
3265,Mine_03265,Sand,0.249,0.663,0.793,1.97,164.46,synthetic_geological_survey
3266,Mine_03266,Sand,0.243,0.647,0.624,1.84,83.59,synthetic_geological_survey
3267,Mine_03267,Silica Sand,0.404,0.708,0.325,3.7,198.3,synthetic_geological_survey
3268,Mine_03268,Salt,0.736,0.163,0.427,1.59,21.17,synthetic_geological_survey
3269,Mine_03269,Salt,0.776,0.172,0.429,1.98,157.32,synthetic_geological_survey
3270,Mine_03270,Granite,0.841,0.315,0.336,3.43,180.1,synthetic_geological_survey
3271,Mine_03271,Marble,0.75,0.35,0.365,3.68,168.87,synthetic_geological_survey
3272,Mine_03272,Silica Sand,0.353,0.619,0.628,4.83,174.79,synthetic_geological_survey
3273,Mine_03273,Limestone,0.54,0.45,0.733,2.18,75.04,synthetic_geological_survey
3274,Mine_03274,Silica Sand,0.438,0.767,0.428,4.85,193.94,synthetic_geological_survey
3275,Mine_03275,Salt,0.961,0.214,0.253,1.25,67.92,synthetic_geological_survey
3276,Mine_03276,Limestone,0.715,0.596,0.401,3.34,147.82,synthetic_geological_survey
3277,Mine_03277,Sand,0.338,0.902,0.532,3.8,116.92,synthetic_geological_survey
3278,Mine_03278,Granite,0.765,0.287,0.654,1.4,154.1,synthetic_geological_survey
3279,Mine_03279,Silica Sand,0.327,0.572,0.588,2.9,54.73,synthetic_geological_survey
3280,Mine_03280,Silica Sand,0.33,0.578,0.589,3.04,121.46,synthetic_geological_survey
3281,Mine_03281,Salt,0.914,0.203,0.537,3.06,60.9,synthetic_geological_survey
3282,Mine_03282,Silica Sand,0.459,0.803,0.512,3.46,199.69,synthetic_geological_survey
3283,Mine_03283,Marble,0.6,0.28,0.498,4.05,178.68,synthetic_geological_survey
3284,Mine_03284,Marble,0.843,0.394,0.677,4.12,119.34,synthetic_geological_survey
3285,Mine_03285,Limestone,0.533,0.444,0.284,1.06,101.64,synthetic_geological_survey
3286,Mine_03286,Granite,0.77,0.289,0.747,1.3,180.43,synthetic_geological_survey
3287,Mine_03287,Sand,0.339,0.904,0.359,2.79,128.62,synthetic_geological_survey
3288,Mine_03288,Marble,0.846,0.395,0.483,2.01,187.88,synthetic_geological_survey
3289,Mine_03289,Salt,0.895,0.199,0.789,1.99,30.5,synthetic_geological_survey
3290,Mine_03290,Salt,0.791,0.176,0.44,4.45,105.17,synthetic_geological_survey
3291,Mine_03291,Limestone,0.662,0.552,0.496,1.71,56.35,synthetic_geological_survey
3292,Mine_03292,Marble,0.805,0.375,0.62,2.09,44.72,synthetic_geological_survey
3293,Mine_03293,Marble,0.795,0.371,0.236,1.13,97.76,synthetic_geological_survey
3294,Mine_03294,Silica Sand,0.437,0.764,0.325,4.6,143.81,synthetic_geological_survey
3295,Mine_03295,Iron Ore,0.799,0.456,0.264,1.58,73.23,synthetic_geological_survey
3296,Mine_03296,Marble,0.782,0.365,0.316,0.77,167.07,synthetic_geological_survey
3297,Mine_03297,Salt,0.897,0.199,0.507,4.27,118.38,synthetic_geological_survey
3298,Mine_03298,Salt,1.031,0.229,0.283,4.13,79.61,synthetic_geological_survey
3299,Mine_03299,Granite,0.815,0.306,0.246,0.54,108.71,synthetic_geological_survey
3300,Mine_03300,Silica Sand,0.452,0.792,0.216,1.2,54.99,synthetic_geological_survey
3301,Mine_03301,Marble,0.617,0.288,0.631,4.97,115.72,synthetic_geological_survey
3302,Mine_03302,Sand,0.324,0.865,0.246,2.08,176.54,synthetic_geological_survey
3303,Mine_03303,Granite,0.942,0.353,0.563,1.78,24.22,synthetic_geological_survey
3304,Mine_03304,Iron Ore,0.83,0.474,0.548,3.55,51.61,synthetic_geological_survey
3305,Mine_03305,Limestone,0.608,0.507,0.589,4.38,170.93,synthetic_geological_survey
3306,Mine_03306,Limestone,0.513,0.428,0.258,3.75,181.58,synthetic_geological_survey
3307,Mine_03307,Sand,0.257,0.685,0.564,1.44,103.24,synthetic_geological_survey
3308,Mine_03308,Limestone,0.714,0.595,0.579,4.67,68.76,synthetic_geological_survey
3309,Mine_03309,Marble,0.711,0.332,0.57,0.94,30.97,synthetic_geological_survey
3310,Mine_03310,Sandstone,0.492,0.591,0.557,2.42,104.69,synthetic_geological_survey
3311,Mine_03311,Iron Ore,0.746,0.426,0.607,0.86,23.34,synthetic_geological_survey
3312,Mine_03312,Limestone,0.503,0.419,0.216,0.64,90.48,synthetic_geological_survey
3313,Mine_03313,Granite,0.731,0.274,0.483,1.52,173.37,synthetic_geological_survey
3314,Mine_03314,Marble,0.718,0.335,0.471,2.54,191.29,synthetic_geological_survey
3315,Mine_03315,Sandstone,0.55,0.66,0.55,1.99,176.68,synthetic_geological_survey
3316,Mine_03316,Silica Sand,0.37,0.648,0.227,2.43,172.78,synthetic_geological_survey
3317,Mine_03317,Sandstone,0.4,0.48,0.753,2.87,66.1,synthetic_geological_survey
3318,Mine_03318,Sandstone,0.582,0.698,0.399,3.46,103.2,synthetic_geological_survey
3319,Mine_03319,Marble,0.836,0.39,0.368,4.44,50.44,synthetic_geological_survey
3320,Mine_03320,Marble,0.679,0.317,0.572,1.87,23.45,synthetic_geological_survey
3321,Mine_03321,Marble,0.601,0.281,0.687,3.43,122.12,synthetic_geological_survey
3322,Mine_03322,Limestone,0.672,0.56,0.369,2.19,67.88,synthetic_geological_survey
3323,Mine_03323,Salt,0.866,0.192,0.466,1.37,52.91,synthetic_geological_survey
3324,Mine_03324,Sandstone,0.532,0.639,0.541,0.72,88.48,synthetic_geological_survey
3325,Mine_03325,Sandstone,0.522,0.626,0.334,2.22,100.09,synthetic_geological_survey
3326,Mine_03326,Marble,0.898,0.419,0.404,1.7,75.49,synthetic_geological_survey
3327,Mine_03327,Granite,0.843,0.316,0.561,2.76,40.78,synthetic_geological_survey
3328,Mine_03328,Sand,0.258,0.689,0.618,4.08,155.73,synthetic_geological_survey
3329,Mine_03329,Granite,0.93,0.349,0.525,0.89,126.27,synthetic_geological_survey
3330,Mine_03330,Silica Sand,0.446,0.78,0.444,4.08,176.88,synthetic_geological_survey
3331,Mine_03331,Limestone,0.536,0.447,0.334,3.49,92.93,synthetic_geological_survey
3332,Mine_03332,Silica Sand,0.327,0.572,0.401,1.44,143.4,synthetic_geological_survey
3333,Mine_03333,Sandstone,0.566,0.679,0.364,1.06,104.91,synthetic_geological_survey
3334,Mine_03334,Marble,0.746,0.348,0.46,1.97,35.68,synthetic_geological_survey
3335,Mine_03335,Sandstone,0.582,0.698,0.666,1.02,180.8,synthetic_geological_survey
3336,Mine_03336,Silica Sand,0.377,0.659,0.363,3.6,158.78,synthetic_geological_survey
3337,Mine_03337,Granite,0.94,0.352,0.461,0.98,62.89,synthetic_geological_survey
3338,Mine_03338,Silica Sand,0.334,0.584,0.522,2.89,38.08,synthetic_geological_survey
3339,Mine_03339,Limestone,0.572,0.477,0.515,0.88,46.33,synthetic_geological_survey
3340,Mine_03340,Granite,0.746,0.28,0.305,0.74,138.11,synthetic_geological_survey
3341,Mine_03341,Marble,0.733,0.342,0.482,1.3,150.09,synthetic_geological_survey
3342,Mine_03342,Iron Ore,0.615,0.351,0.584,3.92,21.76,synthetic_geological_survey
3343,Mine_03343,Limestone,0.51,0.425,0.46,4.66,191.2,synthetic_geological_survey
3344,Mine_03344,Marble,0.723,0.337,0.222,0.68,198.78,synthetic_geological_survey
3345,Mine_03345,Marble,0.878,0.41,0.415,3.59,133.06,synthetic_geological_survey
3346,Mine_03346,Marble,0.671,0.313,0.496,3.38,141.22,synthetic_geological_survey
3347,Mine_03347,Iron Ore,0.772,0.441,0.637,1.78,29.38,synthetic_geological_survey
3348,Mine_03348,Sand,0.327,0.873,0.225,0.81,40.18,synthetic_geological_survey
3349,Mine_03349,Marble,0.834,0.389,0.585,3.3,186.91,synthetic_geological_survey
3350,Mine_03350,Granite,0.769,0.288,0.423,4.44,162.06,synthetic_geological_survey
3351,Mine_03351,Salt,0.758,0.168,0.789,4.6,41.74,synthetic_geological_survey
3352,Mine_03352,Iron Ore,0.61,0.349,0.756,3.89,155.57,synthetic_geological_survey
3353,Mine_03353,Silica Sand,0.433,0.757,0.289,4.7,94.24,synthetic_geological_survey
3354,Mine_03354,Silica Sand,0.328,0.575,0.554,1.75,167.48,synthetic_geological_survey
3355,Mine_03355,Salt,1.078,0.24,0.717,4.53,101.27,synthetic_geological_survey
3356,Mine_03356,Silica Sand,0.472,0.827,0.353,4.91,112.13,synthetic_geological_survey
3357,Mine_03357,Granite,0.727,0.272,0.715,4.8,111.89,synthetic_geological_survey
3358,Mine_03358,Limestone,0.619,0.516,0.458,0.69,115.19,synthetic_geological_survey
3359,Mine_03359,Sand,0.356,0.95,0.234,4.64,104.74,synthetic_geological_survey
3360,Mine_03360,Sand,0.304,0.812,0.478,1.55,68.65,synthetic_geological_survey
3361,Mine_03361,Limestone,0.633,0.528,0.763,4.11,140.37,synthetic_geological_survey
3362,Mine_03362,Limestone,0.553,0.461,0.423,4.65,181.48,synthetic_geological_survey
3363,Mine_03363,Marble,0.652,0.304,0.708,4.05,96.94,synthetic_geological_survey
3364,Mine_03364,Silica Sand,0.437,0.765,0.677,0.67,157.21,synthetic_geological_survey
3365,Mine_03365,Iron Ore,0.825,0.471,0.784,4.79,91.27,synthetic_geological_survey
3366,Mine_03366,Limestone,0.648,0.54,0.211,4.93,178.39,synthetic_geological_survey
3367,Mine_03367,Limestone,0.53,0.442,0.576,2.12,151.38,synthetic_geological_survey
3368,Mine_03368,Iron Ore,0.719,0.411,0.42,3.93,148.9,synthetic_geological_survey
3369,Mine_03369,Granite,0.815,0.306,0.321,3.52,149.24,synthetic_geological_survey
