mine_id,mine_name,latitude,longitude,date,avg_temp_c,max_temp_c,min_temp_c,data_source
2656,Mine_02656,9.229243,79.812443,2025-04,30.47,35.59,25.35,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-05,31.7,40.17,23.23,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-06,25.3,33.88,16.71,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-07,26.12,31.86,20.39,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-08,25.24,32.34,18.14,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-09,24.53,29.58,19.48,synthetic_era5
2656,Mine_02656,9.229243,79.812443,2025-10,25.61,34.14,17.09,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2024-11,23.26,29.04,17.47,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2024-12,16.93,23.67,10.19,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-01,17.61,24.95,10.28,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-02,17.15,23.04,11.26,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-03,29.34,38.09,20.59,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-04,28.5,35.2,21.79,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-05,29.82,34.89,24.74,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-06,22.74,30.75,14.73,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-07,24.21,30.7,17.73,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-08,23.2,31.38,15.03,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-09,21.48,27.0,15.96,synthetic_era5
2657,Mine_02657,13.415771,79.467202,2025-10,22.97,29.35,16.59,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2024-11,22.78,29.44,16.12,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2024-12,15.91,21.97,9.86,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-01,17.85,24.03,11.66,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-02,17.69,25.28,10.1,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-03,31.14,38.58,23.69,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-04,32.27,38.62,25.92,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-05,29.11,34.61,23.6,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-06,24.01,30.89,17.12,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-07,24.93,32.34,17.52,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-08,22.17,28.15,16.18,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-09,23.16,28.41,17.92,synthetic_era5
2658,Mine_02658,12.154996,79.961311,2025-10,23.83,29.43,18.23,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2024-11,24.06,27.97,20.16,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2024-12,15.26,21.25,9.27,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-01,17.64,22.5,12.79,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-02,16.98,25.35,8.61,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-03,30.42,34.54,26.3,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-04,29.51,37.18,21.83,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-05,29.35,34.62,24.09,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-06,26.59,33.29,19.89,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-07,23.57,29.71,17.44,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-08,23.16,29.82,16.49,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-09,24.74,29.42,20.05,synthetic_era5
2659,Mine_02659,10.903142,77.23866,2025-10,22.6,27.67,17.52,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2024-11,23.9,28.88,18.93,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2024-12,16.85,25.41,8.29,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-01,18.18,25.85,10.5,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-02,17.47,22.46,12.49,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-03,29.11,36.54,21.68,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-04,30.25,37.18,23.32,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-05,32.46,39.05,25.86,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-06,23.63,30.24,17.03,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-07,24.09,29.54,18.63,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-08,24.82,29.84,19.8,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-09,25.91,32.73,19.09,synthetic_era5
2660,Mine_02660,11.478205,78.668294,2025-10,23.07,29.9,16.24,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2024-11,25.86,32.15,19.58,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2024-12,16.86,23.01,10.71,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-01,16.36,23.16,9.57,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-02,18.76,23.74,13.77,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-03,32.09,37.33,26.84,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-04,31.13,35.83,26.44,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-05,31.63,37.81,25.46,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-06,25.75,33.95,17.55,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-07,25.46,30.8,20.12,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-08,23.16,28.75,17.57,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-09,26.36,32.67,20.05,synthetic_era5
2661,Mine_02661,9.029482,79.602806,2025-10,25.74,30.28,21.21,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2024-11,24.46,32.34,16.58,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2024-12,18.71,24.38,13.05,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-01,15.64,21.87,9.4,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-02,17.14,21.24,13.04,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-03,30.61,37.52,23.71,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-04,30.59,38.62,22.57,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-05,29.78,36.26,23.29,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-06,23.64,29.47,17.82,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-07,23.3,30.77,15.82,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-08,24.09,27.91,20.27,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-09,24.88,29.18,20.59,synthetic_era5
2662,Mine_02662,10.502143,79.364944,2025-10,23.85,31.17,16.54,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2024-11,24.44,31.73,17.16,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2024-12,17.97,24.02,11.91,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-01,16.7,22.85,10.55,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-02,16.7,22.83,10.57,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-03,28.3,33.45,23.15,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-04,31.56,37.84,25.27,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-05,27.98,35.34,20.62,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-06,25.21,31.05,19.36,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-07,23.31,31.23,15.39,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-08,24.8,30.74,18.86,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-09,24.17,30.98,17.35,synthetic_era5
2663,Mine_02663,13.261303,77.760746,2025-10,24.72,30.79,18.65,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2024-11,23.37,28.25,18.48,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2024-12,17.63,23.78,11.48,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-01,15.77,21.45,10.1,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-02,16.22,22.88,9.56,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-03,30.15,37.18,23.12,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-04,29.04,35.06,23.03,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-05,30.66,38.7,22.61,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-06,23.9,29.36,18.43,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-07,24.53,32.68,16.37,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-08,24.03,32.67,15.39,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-09,23.36,28.56,18.17,synthetic_era5
2664,Mine_02664,11.955446,78.532159,2025-10,23.19,27.05,19.33,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2024-11,24.8,33.22,16.38,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2024-12,18.22,26.71,9.73,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-01,17.87,25.04,10.7,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-02,19.22,26.59,11.84,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-03,30.4,36.84,23.95,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-04,30.21,35.0,25.41,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-05,31.14,35.39,26.88,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-06,24.07,30.13,18.01,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-07,23.53,29.66,17.4,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-08,24.76,29.82,19.7,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-09,24.14,29.02,19.27,synthetic_era5
2665,Mine_02665,10.034615,79.721158,2025-10,24.82,29.17,20.48,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2024-11,27.63,33.8,21.46,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2024-12,18.6,26.57,10.64,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-01,19.45,26.21,12.7,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-02,16.99,22.05,11.93,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-03,29.84,36.04,23.63,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-04,31.71,40.05,23.37,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-05,30.16,36.53,23.78,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-06,25.47,29.88,21.07,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-07,25.44,31.6,19.28,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-08,24.93,32.01,17.85,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-09,26.0,34.76,17.23,synthetic_era5
2666,Mine_02666,8.086322,77.302213,2025-10,25.39,33.04,17.75,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2024-11,24.53,32.35,16.7,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2024-12,19.03,26.06,11.99,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-01,19.04,25.4,12.67,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-02,17.51,23.88,11.13,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-03,32.91,39.58,26.23,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-04,28.27,33.8,22.74,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-05,28.74,34.5,22.98,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-06,23.37,27.75,18.99,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-07,25.32,30.79,19.86,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-08,24.62,30.96,18.28,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-09,23.55,28.03,19.08,synthetic_era5
2667,Mine_02667,10.673248,77.899106,2025-10,26.1,32.89,19.3,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2024-11,25.23,32.84,17.63,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2024-12,20.31,25.86,14.75,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-01,19.42,24.77,14.07,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-02,18.57,24.84,12.31,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-03,31.07,38.57,23.57,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-04,32.22,37.69,26.76,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-05,33.76,40.43,27.08,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-06,24.15,31.28,17.02,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-07,27.35,33.94,20.75,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-08,24.53,28.89,20.17,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-09,23.85,29.2,18.51,synthetic_era5
2668,Mine_02668,8.392825,78.102831,2025-10,25.54,33.61,17.46,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2024-11,26.06,31.73,20.39,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2024-12,18.25,25.86,10.65,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-01,18.94,26.67,11.21,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-02,16.99,20.76,13.21,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-03,29.12,35.8,22.44,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-04,31.72,38.96,24.49,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-05,29.98,37.34,22.62,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-06,22.88,29.4,16.36,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-07,26.49,32.36,20.62,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-08,24.13,30.49,17.77,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-09,23.75,29.65,17.85,synthetic_era5
2669,Mine_02669,10.490327,78.319682,2025-10,23.34,29.44,17.25,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2024-11,23.73,30.58,16.88,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2024-12,17.39,23.93,10.85,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-01,15.67,21.57,9.77,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-02,17.43,24.77,10.1,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-03,31.05,38.84,23.25,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-04,30.74,37.1,24.39,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-05,30.02,34.95,25.08,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-06,25.29,33.62,16.96,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-07,25.16,30.36,19.96,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-08,24.06,29.4,18.73,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-09,24.26,30.46,18.07,synthetic_era5
2670,Mine_02670,10.523627,76.973213,2025-10,22.82,28.25,17.4,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2024-11,24.7,31.42,17.98,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2024-12,17.08,22.37,11.78,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-01,17.81,25.97,9.64,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-02,16.07,21.3,10.83,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-03,29.77,34.5,25.03,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-04,31.5,36.01,27.0,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-05,29.96,35.54,24.39,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-06,25.28,30.99,19.56,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-07,24.55,28.84,20.26,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-08,24.38,28.96,19.8,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-09,23.98,29.83,18.13,synthetic_era5
2671,Mine_02671,9.571069,77.117785,2025-10,24.98,29.9,20.06,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2024-11,24.8,30.78,18.81,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2024-12,18.15,25.83,10.47,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-01,18.69,25.39,11.99,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-02,17.87,23.41,12.33,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-03,31.63,37.13,26.14,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-04,31.09,37.22,24.95,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-05,31.77,37.99,25.55,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-06,27.01,32.44,21.57,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-07,24.94,29.8,20.08,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-08,26.73,33.7,19.75,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-09,23.67,30.27,17.07,synthetic_era5
2672,Mine_02672,8.833155,77.160891,2025-10,24.5,32.35,16.65,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2024-11,24.67,31.09,18.26,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2024-12,15.09,20.96,9.23,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-01,16.28,21.49,11.06,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-02,17.52,21.7,13.35,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-03,30.5,36.92,24.08,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-04,30.18,34.91,25.46,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-05,30.75,38.42,23.09,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-06,24.94,32.61,17.28,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-07,23.53,28.93,18.13,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-08,23.98,29.96,17.99,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-09,23.43,29.9,16.96,synthetic_era5
2673,Mine_02673,10.955468,78.111602,2025-10,22.26,28.56,15.96,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2024-11,26.42,32.61,20.23,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2024-12,16.53,22.53,10.53,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-01,17.28,21.55,13.02,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-02,18.19,26.56,9.82,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-03,31.7,37.89,25.51,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-04,30.57,38.41,22.73,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-05,30.86,35.96,25.77,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-06,24.33,29.63,19.04,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-07,24.08,31.01,17.14,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-08,24.57,29.86,19.28,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-09,25.93,34.08,17.77,synthetic_era5
2674,Mine_02674,9.589268,76.633345,2025-10,25.12,33.82,16.42,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2024-11,25.88,32.59,19.17,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2024-12,16.58,23.53,9.63,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-01,18.26,24.13,12.4,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-02,19.74,26.83,12.66,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-03,30.61,35.26,25.96,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-04,31.27,36.27,26.27,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-05,28.58,35.08,22.08,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-06,26.55,32.55,20.55,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-07,23.81,29.81,17.81,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-08,24.19,28.97,19.41,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-09,24.67,28.63,20.72,synthetic_era5
2675,Mine_02675,10.25223,76.762841,2025-10,25.81,31.8,19.83,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2024-11,24.44,31.91,16.98,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2024-12,15.79,21.72,9.86,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-01,16.23,21.79,10.67,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-02,17.66,22.22,13.09,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-03,29.87,37.87,21.86,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-04,30.87,37.0,24.74,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-05,29.61,33.85,25.37,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-06,25.57,32.28,18.86,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-07,24.65,31.78,17.51,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-08,24.67,30.45,18.89,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-09,24.06,27.9,20.22,synthetic_era5
2676,Mine_02676,11.337573,79.873279,2025-10,24.63,32.83,16.42,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2024-11,23.83,31.47,16.18,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2024-12,19.29,25.83,12.76,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-01,18.75,24.86,12.64,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-02,17.08,23.67,10.49,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-03,28.86,33.23,24.48,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-04,29.92,37.44,22.4,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-05,27.96,34.17,21.74,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-06,23.22,29.29,17.16,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-07,25.41,30.9,19.92,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-08,21.92,28.23,15.6,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-09,24.72,32.55,16.88,synthetic_era5
2677,Mine_02677,11.919326,76.313118,2025-10,24.95,30.28,19.63,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2024-11,21.83,28.56,15.1,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2024-12,14.99,22.06,7.92,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-01,18.11,23.69,12.53,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-02,15.56,22.45,8.67,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-03,30.7,38.42,22.97,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-04,27.4,33.99,20.81,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-05,30.28,37.78,22.77,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-06,25.14,32.57,17.7,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-07,23.39,29.8,16.98,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-08,22.79,28.46,17.12,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-09,23.64,31.14,16.14,synthetic_era5
2678,Mine_02678,12.787228,76.766949,2025-10,23.07,26.86,19.28,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2024-11,23.29,29.49,17.09,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2024-12,18.21,24.17,12.25,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-01,17.46,25.43,9.49,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-02,16.85,20.91,12.8,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-03,29.06,36.64,21.48,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-04,27.62,33.53,21.7,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-05,31.22,36.47,25.96,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-06,23.48,29.52,17.44,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-07,23.64,28.97,18.31,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-08,25.11,32.08,18.14,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-09,24.24,29.8,18.69,synthetic_era5
2679,Mine_02679,11.701227,79.67379,2025-10,25.08,33.14,17.01,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2024-11,25.64,33.12,18.17,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2024-12,17.64,24.74,10.55,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-01,16.79,20.9,12.68,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-02,15.82,21.43,10.21,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-03,28.59,35.29,21.89,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-04,31.19,36.19,26.19,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-05,29.74,33.98,25.5,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-06,24.12,32.73,15.51,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-07,24.31,31.37,17.24,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-08,26.07,32.53,19.62,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-09,22.43,27.98,16.88,synthetic_era5
2680,Mine_02680,11.225003,76.347821,2025-10,23.99,32.13,15.85,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2024-11,24.04,31.25,16.82,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2024-12,18.23,25.13,11.33,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-01,17.87,26.5,9.25,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-02,15.86,21.96,9.76,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-03,30.28,34.18,26.39,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-04,30.7,34.88,26.51,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-05,31.98,37.23,26.74,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-06,22.84,29.34,16.34,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-07,26.2,33.43,18.97,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-08,24.98,31.12,18.85,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-09,23.22,28.7,17.73,synthetic_era5
2681,Mine_02681,9.909418,78.528541,2025-10,22.88,28.92,16.85,synthetic_era5
2682,Mine_02682,9.62885,78.82296,2024-11,22.89,28.96,16.81,synthetic_era5
2682,Mine_02682,9.62885,78.82296,2024-12,18.06,24.61,11.51,synthetic_era5
2682,Mine_02682,9.62885,78.82296,2025-01,18.8,25.28,12.32,synthetic_era5
