mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status
Mine_02617,Perambalur,Iron Ore,71.12,8.687575,76.609564,Active
Mine_02618,Namakkal,Granite,62.57,9.104097,77.851845,Closed
Mine_02619,Karur,Granite,13.3,10.802323,78.298622,Active
Mine_02620,Namakkal,Iron Ore,98.01,12.580959,77.142449,Active
Mine_02621,Ariyalur,Sandstone,1.0,12.971461,76.199549,Active
Mine_02622,Virudhunagar,Silica Sand,29.18,11.599529,78.373841,Active
Mine_02623,Virudhunagar,Sandstone,95.11,9.451817,77.264398,Active
Mine_02624,Dharmapuri,Marble,28.31,11.657675,79.537002,Active
Mine_02625,Dindigul,Silica Sand,24.36,8.212224,76.080091,Active
Mine_02626,Tuticorin,Limestone,46.0,11.983324,80.029317,Active
Mine_02627,Kanyakumari,Granite,18.58,9.501628,77.737596,Active
Mine_02628,Karur,Marble,29.44,11.962097,79.158599,Active
Mine_02629,Ariyalur,Iron Ore,1.48,12.708716,77.03868,Closed
Mine_02630,Virudhunagar,Sand,4.6,10.885802,79.412838,Active
Mine_02631,Coimbatore,Silica Sand,108.81,9.171572,76.466872,Active
Mine_02632,Salem,Granite,39.35,10.286875,80.341386,Active
Mine_02633,Tiruvannamalai,Marble,35.81,9.969469,80.024026,Active
Mine_02634,Perambalur,Limestone,38.31,9.009053,79.055811,Closed
Mine_02635,Vellore,Salt,60.75,9.338166,80.269585,Closed
Mine_02636,Krishnagiri,Sandstone,54.32,8.125962,80.315353,Active
Mine_02637,Erode,Sand,76.07,11.865946,76.390345,Active
Mine_02638,Krishnagiri,Sandstone,3.11,13.044465,79.336931,Active
Mine_02639,Karur,Sandstone,28.25,9.985332,79.525608,Active
Mine_02640,Ariyalur,Marble,51.31,13.301744,80.188201,Active
Mine_02641,Tiruvannamalai,Sandstone,91.75,9.859586,79.348746,Active
Mine_02642,Erode,Granite,20.09,11.346113,76.180894,Active
Mine_02643,Tuticorin,Sand,20.22,8.569903,79.766835,Active
Mine_02644,Salem,Sand,1.0,9.561154,76.536848,Active
Mine_02645,Virudhunagar,Iron Ore,9.0,9.471643,76.326504,Active
Mine_02646,Dharmapuri,Salt,32.22,9.163255,77.291514,Active
Mine_02647,Dharmapuri,Iron Ore,9.01,8.409176,76.094079,Active
Mine_02648,Virudhunagar,Granite,158.36,13.123958,79.316109,Active
Mine_02649,Cuddalore,Granite,9.37,13.193464,76.08687,Active
Mine_02650,Salem,Silica Sand,7.78,11.256354,78.430525,Active
Mine_02651,Dindigul,Sand,24.91,11.331093,78.202521,Active
Mine_02652,Tiruvannamalai,Granite,8.47,9.76535,77.887061,Active
Mine_02653,Karur,Marble,6.93,8.082984,78.021567,Active
Mine_02654,Dindigul,Sandstone,71.64,12.412983,76.450195,Active
Mine_02655,Vellore,Sandstone,40.27,11.698235,79.059449,Active
Mine_02656,Tiruvannamalai,Salt,35.54,9.229243,79.812443,Active
Mine_02657,Tirunelveli,Sandstone,20.84,13.415771,79.467202,Active
Mine_02658,Erode,Marble,25.67,12.154996,79.961311,Active
Mine_02659,Madurai,Granite,11.21,10.903142,77.23866,Active
Mine_02660,Salem,Sand,6.32,11.478205,78.668294,Closed
Mine_02661,Dharmapuri,Marble,33.11,9.029482,79.602806,Active
Mine_02662,Tirunelveli,Iron Ore,8.28,10.502143,79.364944,Active
Mine_02663,Vellore,Sandstone,31.17,13.261303,77.760746,Active
Mine_02664,Erode,Sand,47.45,11.955446,78.532159,Closed
Mine_02665,Ariyalur,Granite,20.84,10.034615,79.721158,Active
Mine_02666,Theni,Salt,51.64,8.086322,77.302213,Active
Mine_02667,Dindigul,Iron Ore,14.42,10.673248,77.899106,Active
Mine_02668,Cuddalore,Granite,55.41,8.392825,78.102831,Active
Mine_02669,Cuddalore,Limestone,5.38,10.490327,78.319682,Active
Mine_02670,Vellore,Sand,11.92,10.523627,76.973213,Closed
Mine_02671,Virudhunagar,Marble,29.45,9.571069,77.117785,Active
Mine_02672,Salem,Limestone,18.48,8.833155,77.160891,Active
Mine_02673,Vellore,Iron Ore,48.86,10.955468,78.111602,Active
Mine_02674,Madurai,Silica Sand,43.15,9.589268,76.633345,Active
Mine_02675,Karur,Salt,82.5,10.25223,76.762841,Active
Mine_02676,Vellore,Limestone,85.01,11.337573,79.873279,Active
Mine_02677,Namakkal,Granite,3.89,11.919326,76.313118,Active
Mine_02678,Coimbatore,Limestone,14.88,12.787228,76.766949,Active
Mine_02679,Tiruvannamalai,Salt,1.24,11.701227,79.67379,Active
Mine_02680,Theni,Limestone,15.39,11.225003,76.347821,Active
Mine_02681,Tiruppur,Marble,83.24,9.909418,78.528541,Active
Mine_02682,Perambalur,Marble,139.7,9.62885,78.82296,Active
Mine_02683,Perambalur,Granite,24.72,11.89615,76.403701,Active
Mine_02684,Theni,Granite,10.64,10.983167,76.999932,Active
Mine_02685,Coimbatore,Marble,66.84,12.472943,78.892227,Active
Mine_02686,Vellore,Iron Ore,104.15,8.130933,76.231997,Active
Mine_02687,Madurai,Marble,82.66,10.138373,76.53595,Active
Mine_02688,Tuticorin,Iron Ore,11.5,10.686851,79.156741,Active
Mine_02689,Coimbatore,Sand,29.51,10.966889,78.329833,Active
Mine_02690,Coimbatore,Granite,15.49,11.166138,78.67361,Active
Mine_02691,Tiruvannamalai,Limestone,57.46,11.204981,76.67145,Active
Mine_02692,Ariyalur,Silica Sand,65.64,12.886374,79.8308,Active
Mine_02693,Karur,Iron Ore,23.24,11.720183,76.789249,Active
Mine_02694,Dindigul,Granite,88.49,10.362616,78.401994,Active
Mine_02695,Theni,Iron Ore,13.64,12.397773,77.248925,Active
Mine_02696,Virudhunagar,Granite,70.49,10.603816,79.73179,Active
Mine_02697,Kanyakumari,Iron Ore,118.94,8.334296,80.042259,Active
Mine_02698,Virudhunagar,Sandstone,47.99,11.806989,78.278077,Active
Mine_02699,Tirunelveli,Salt,11.36,9.273344,80.274662,Active
Mine_02700,Perambalur,Granite,33.79,12.058092,78.42051,Active
Mine_02701,Tirunelveli,Granite,48.68,12.57265,76.181111,Closed
Mine_02702,Tirunelveli,Sand,8.07,8.400946,77.012912,Active
Mine_02703,Krishnagiri,Sandstone,59.49,8.236149,77.925938,Active
Mine_02704,Erode,Salt,27.58,12.910568,79.62293,Active
Mine_02705,Dindigul,Sand,10.28,10.17332,78.942053,Active
Mine_02706,Ariyalur,Sand,5.41,8.268629,79.950737,Active
Mine_02707,Virudhunagar,Sandstone,127.39,10.035898,79.785373,Active
Mine_02708,Coimbatore,Salt,15.68,11.262807,78.42533,Active
Mine_02709,Erode,Sandstone,23.26,12.88571,79.642743,Active
Mine_02710,Tuticorin,Sand,1.53,10.70741,80.043005,Active
Mine_02711,Kanyakumari,Marble,65.95,11.904064,79.04722,Closed
Mine_02712,Dindigul,Marble,21.92,12.649085,79.133557,Active
Mine_02713,Erode,Sand,3.86,8.306024,79.604436,Active
Mine_02714,Dharmapuri,Sandstone,23.46,8.121216,76.181266,Active
Mine_02715,Karur,Iron Ore,29.68,13.193936,76.779018,Active
Mine_02716,Namakkal,Salt,59.71,10.226935,80.279403,Active
Mine_02717,Tiruvannamalai,Salt,7.57,12.511207,77.508475,Active
Mine_02718,Virudhunagar,Limestone,24.25,10.708259,76.838662,Active
Mine_02719,Namakkal,Sand,9.26,9.871823,78.685957,Active
Mine_02720,Perambalur,Iron Ore,13.58,12.045915,79.489836,Closed
Mine_02721,Tiruppur,Salt,1.0,12.18922,76.479689,Active
Mine_02722,Theni,Salt,164.23,9.333967,78.906149,Active
Mine_02723,Coimbatore,Granite,36.01,9.141125,77.17959,Active
Mine_02724,Madurai,Limestone,3.28,11.740338,77.832243,Active
Mine_02725,Theni,Granite,10.18,11.371786,78.827258,Active
Mine_02726,Karur,Sandstone,139.26,9.085086,80.279908,Active
Mine_02727,Tuticorin,Sand,4.19,10.093168,79.462206,Active
Mine_02728,Namakkal,Silica Sand,3.7,13.47721,80.037835,Active
Mine_02729,Theni,Sand,100.74,9.944515,79.237757,Active
Mine_02730,Madurai,Limestone,65.14,12.874824,77.11901,Active
Mine_02731,Dindigul,Sandstone,169.22,12.53641,80.47414,Active
Mine_02732,Namakkal,Silica Sand,28.0,11.512541,76.76977,Active
Mine_02733,Tirunelveli,Sand,21.17,11.311295,78.857292,Active
Mine_02734,Erode,Sandstone,18.1,8.338485,79.835454,Closed
Mine_02735,Erode,Iron Ore,76.39,11.442643,80.150465,Active
Mine_02736,Tuticorin,Granite,2.03,10.991855,78.317772,Active
Mine_02737,Dharmapuri,Limestone,65.45,8.766719,77.883991,Active
Mine_02738,Coimbatore,Limestone,1.98,11.697504,80.43946,Active
Mine_02739,Karur,Sandstone,4.45,9.316921,76.840821,Active
Mine_02740,Kanyakumari,Silica Sand,2.98,11.936206,77.758161,Active
Mine_02741,Namakkal,Silica Sand,55.72,12.133692,77.488163,Active
Mine_02742,Krishnagiri,Iron Ore,46.79,12.986757,80.314592,Active
Mine_02743,Ariyalur,Iron Ore,15.57,12.636259,76.81133,Closed
Mine_02744,Erode,Marble,7.46,10.722014,78.121157,Active
Mine_02745,Tiruvannamalai,Salt,61.6,13.180508,79.94645,Active
Mine_02746,Karur,Sandstone,28.94,11.202989,78.09518,Active
Mine_02747,Madurai,Iron Ore,23.22,8.783547,78.882875,Active
Mine_02748,Krishnagiri,Iron Ore,37.82,9.317056,79.903319,Active
Mine_02749,Karur,Sandstone,36.47,9.009596,77.281999,Active
Mine_02750,Cuddalore,Limestone,29.77,11.298021,78.550004,Active
Mine_02751,Dharmapuri,Marble,138.13,11.608798,80.426474,Closed
Mine_02752,Dindigul,Limestone,32.08,8.636418,77.807722,Active
Mine_02753,Dindigul,Sand,70.33,10.481684,76.670904,Active
Mine_02754,Theni,Iron Ore,59.02,10.263314,76.827306,Active
Mine_02755,Kanyakumari,Marble,16.72,10.382474,76.645076,Active
Mine_02756,Krishnagiri,Sandstone,7.92,9.114785,76.503307,Active
Mine_02757,Perambalur,Limestone,84.54,8.250815,77.903765,Closed
Mine_02758,Cuddalore,Limestone,35.93,13.122142,79.942176,Active
Mine_02759,Madurai,Iron Ore,9.59,8.642141,77.86927,Active
Mine_02760,Ariyalur,Iron Ore,78.78,8.094315,77.31687,Active
Mine_02761,Kanyakumari,Sand,28.86,11.897874,77.758751,Active
Mine_02762,Tuticorin,Iron Ore,47.87,10.947648,79.98353,Active
Mine_02763,Theni,Sandstone,27.15,12.890677,77.558797,Active
Mine_02764,Virudhunagar,Marble,15.75,8.311314,79.749371,Active
Mine_02765,Ariyalur,Sandstone,84.57,12.285617,76.858367,Active
Mine_02766,Virudhunagar,Sandstone,8.16,9.502619,77.840439,Active
Mine_02767,Madurai,Marble,30.39,12.226258,79.41072,Active
Mine_02768,Kanyakumari,Silica Sand,16.27,12.846872,78.767095,Active
Mine_02769,Kanyakumari,Silica Sand,9.86,10.983256,77.670002,Active
Mine_02770,Theni,Salt,1.18,8.127048,78.324306,Active
Mine_02771,Tirunelveli,Salt,14.4,13.426513,77.223943,Active
Mine_02772,Cuddalore,Limestone,6.31,11.041708,78.919248,Active
Mine_02773,Salem,Limestone,9.39,11.446005,76.365762,Active
Mine_02774,Erode,Salt,32.38,12.288413,76.525756,Active
Mine_02775,Madurai,Limestone,14.69,11.076674,80.197295,Active
Mine_02776,Madurai,Silica Sand,123.37,10.042887,79.732301,Active
Mine_02777,Namakkal,Silica Sand,42.86,9.060089,77.361268,Active
Mine_02778,Vellore,Sand,101.97,8.951123,78.57799,Active
Mine_02779,Tuticorin,Granite,98.23,10.783029,78.446656,Active
Mine_02780,Coimbatore,Iron Ore,2.31,10.247617,76.236662,Active
Mine_02781,Madurai,Salt,30.51,8.738633,80.196835,Active
Mine_02782,Madurai,Limestone,20.32,13.403173,77.554911,Active
Mine_02783,Salem,Salt,12.83,11.842143,76.687826,Active
Mine_02784,Salem,Iron Ore,139.38,8.689584,76.72251,Closed
Mine_02785,Salem,Granite,1.0,8.340863,79.996362,Active
Mine_02786,Erode,Silica Sand,88.67,11.265213,79.626575,Active
Mine_02787,Dindigul,Marble,22.75,10.515149,78.479249,Active
Mine_02788,Tirunelveli,Salt,11.2,9.092038,78.370613,Closed
Mine_02789,Theni,Iron Ore,59.12,10.841599,78.74363,Active
Mine_02790,Tiruvannamalai,Sand,45.28,8.211382,78.557025,Active
Mine_02791,Tiruvannamalai,Iron Ore,24.55,13.398478,76.896957,Active
Mine_02792,Tuticorin,Marble,81.14,10.596428,78.313932,Active
Mine_02793,Tuticorin,Granite,12.32,8.092913,78.158651,Active
Mine_02794,Vellore,Sandstone,125.15,12.837598,78.610196,Active
Mine_02795,Dharmapuri,Limestone,53.86,10.959789,76.392973,Active
Mine_02796,Tiruvannamalai,Granite,18.06,11.462621,79.032271,Active
Mine_02797,Madurai,Sand,13.7,9.026762,77.828799,Active
Mine_02798,Tiruvannamalai,Silica Sand,60.45,11.117205,77.034081,Active
Mine_02799,Krishnagiri,Limestone,5.62,9.88747,79.041031,Active
Mine_02800,Tuticorin,Iron Ore,10.93,11.245514,77.994787,Active
Mine_02801,Ariyalur,Salt,9.89,10.740786,79.710771,Active
Mine_02802,Theni,Salt,69.43,9.163098,78.169973,Active
Mine_02803,Karur,Sandstone,23.97,11.683829,77.209974,Closed
Mine_02804,Vellore,Sandstone,28.76,13.118894,79.317062,Active
Mine_02805,Salem,Salt,43.81,11.560263,77.108671,Active
Mine_02806,Tiruvannamalai,Limestone,88.95,9.735511,76.969685,Active
Mine_02807,Tirunelveli,Salt,52.35,12.121014,76.882627,Active
Mine_02808,Namakkal,Silica Sand,9.41,10.295372,79.880879,Active
Mine_02809,Coimbatore,Iron Ore,15.31,8.831106,77.303731,Active
Mine_02810,Dharmapuri,Marble,54.05,9.738559,79.435026,Closed
Mine_02811,Ariyalur,Granite,19.4,12.061154,79.48397,Active
Mine_02812,Namakkal,Sandstone,106.96,11.774283,76.15388,Active
Mine_02813,Vellore,Marble,21.78,12.893425,77.968126,Active
Mine_02814,Theni,Iron Ore,13.19,11.105143,76.333254,Active
Mine_02815,Theni,Granite,8.34,9.821538,77.782549,Active
Mine_02816,Virudhunagar,Sandstone,20.07,8.380341,77.565779,Closed
Mine_02817,Krishnagiri,Iron Ore,1.19,9.605615,78.453281,Active
Mine_02818,Cuddalore,Silica Sand,4.87,13.18543,77.309081,Active
Mine_02819,Erode,Sandstone,60.9,9.35403,79.01396,Active
Mine_02820,Tiruppur,Sandstone,44.81,11.238854,78.593263,Active
Mine_02821,Perambalur,Salt,33.93,8.100745,77.127899,Active
Mine_02822,Kanyakumari,Iron Ore,27.93,11.087015,77.519901,Active
Mine_02823,Virudhunagar,Iron Ore,59.37,12.613846,77.650908,Closed
Mine_02824,Vellore,Iron Ore,121.61,13.272156,79.261741,Active
Mine_02825,Tiruppur,Salt,28.66,11.459828,77.884395,Closed
Mine_02826,Theni,Marble,22.75,11.704194,77.89892,Active
Mine_02827,Cuddalore,Salt,5.69,12.463573,79.032766,Active
Mine_02828,Erode,Marble,20.56,13.163729,78.732994,Active
Mine_02829,Tiruvannamalai,Sandstone,79.38,11.693232,79.791034,Active
Mine_02830,Tiruppur,Granite,56.36,12.009026,77.559435,Active
Mine_02831,Salem,Limestone,9.19,11.824312,79.334982,Active
Mine_02832,Madurai,Marble,24.11,12.363397,79.460605,Active
Mine_02833,Perambalur,Salt,112.02,11.189908,77.06861,Active
Mine_02834,Tuticorin,Granite,42.09,8.977891,76.230578,Active
Mine_02835,Salem,Salt,79.37,9.088853,80.143453,Active
Mine_02836,Madurai,Sand,11.93,11.109719,78.267846,Active
Mine_02837,Tiruvannamalai,Granite,7.52,13.414097,78.108461,Active
Mine_02838,Vellore,Salt,28.66,11.886782,76.867384,Active
Mine_02839,Karur,Silica Sand,71.37,8.460483,79.479124,Active
Mine_02840,Cuddalore,Marble,14.51,11.599164,78.19376,Active
Mine_02841,Madurai,Sandstone,117.9,8.226984,80.134838,Active
Mine_02842,Perambalur,Granite,19.37,10.595136,79.909828,Active
Mine_02843,Madurai,Iron Ore,1.0,8.872289,78.887589,Active
Mine_02844,Dharmapuri,Sandstone,25.28,11.644208,79.446812,Active
Mine_02845,Cuddalore,Sand,31.02,8.287682,79.342621,Active
Mine_02846,Ariyalur,Limestone,24.0,12.761007,76.678732,Active
Mine_02847,Krishnagiri,Silica Sand,3.86,9.318593,76.450081,Active
Mine_02848,Virudhunagar,Granite,6.07,13.198388,80.198923,Active
Mine_02849,Theni,Salt,10.18,9.530799,76.811324,Active
Mine_02850,Erode,Salt,85.8,11.147339,79.903529,Active
Mine_02851,Tiruppur,Salt,9.5,11.050805,76.566274,Closed
Mine_02852,Dharmapuri,Limestone,37.22,10.010408,76.34351,Active
Mine_02853,Tirunelveli,Iron Ore,32.75,11.682242,76.120119,Active
Mine_02854,Tirunelveli,Sand,7.12,12.46656,77.015788,Active
Mine_02855,Salem,Salt,34.99,8.808884,79.444445,Active
Mine_02856,Salem,Granite,1.0,9.191763,79.72234,Closed
Mine_02857,Tiruvannamalai,Limestone,15.36,8.96982,77.837849,Active
Mine_02858,Madurai,Marble,17.47,9.228233,78.889807,Active
Mine_02859,Dindigul,Iron Ore,49.76,12.083095,78.241542,Active
Mine_02860,Tuticorin,Silica Sand,17.99,11.580683,78.979957,Closed
Mine_02861,Tirunelveli,Salt,108.57,12.344899,76.515091,Active
Mine_02862,Tirunelveli,Granite,3.4,11.786317,77.020412,Closed
Mine_02863,Theni,Silica Sand,18.71,8.426736,78.684876,Active
Mine_02864,Dindigul,Granite,54.33,10.695234,77.936028,Active
Mine_02865,Coimbatore,Granite,137.54,11.747739,77.418444,Active
Mine_02866,Virudhunagar,Salt,14.19,8.874308,76.213075,Active
Mine_02867,Vellore,Iron Ore,61.69,8.930862,76.488499,Active
Mine_02868,Perambalur,Sand,104.35,8.466923,77.220491,Active
Mine_02869,Tiruvannamalai,Sand,32.8,8.914184,77.265189,Active
Mine_02870,Perambalur,Marble,9.44,8.482658,76.700767,Active
Mine_02871,Erode,Sand,1.88,9.118062,78.522049,Active
Mine_02872,Madurai,Silica Sand,61.48,12.903693,78.533191,Active
Mine_02873,Virudhunagar,Marble,3.73,8.052723,76.076921,Active
Mine_02874,Madurai,Sand,6.85,11.384293,80.477928,Active
Mine_02875,Namakkal,Iron Ore,5.1,13.1383,77.312898,Active
Mine_02876,Coimbatore,Sandstone,65.61,9.151597,77.317552,Active
Mine_02877,Vellore,Limestone,80.35,13.163858,80.467261,Active
Mine_02878,Perambalur,Limestone,1.96,8.811838,77.569879,Active
Mine_02879,Namakkal,Sand,38.67,13.045491,78.086793,Active
Mine_02880,Tiruppur,Salt,18.85,11.177119,77.973964,Active
Mine_02881,Tiruvannamalai,Sandstone,31.37,10.604969,80.295778,Closed
Mine_02882,Tuticorin,Sand,66.01,9.434571,79.596522,Active
Mine_02883,Tirunelveli,Marble,29.11,9.081775,79.410308,Active
Mine_02884,Tuticorin,Limestone,18.02,13.146641,78.545359,Active
Mine_02885,Vellore,Sand,42.41,12.610399,80.214146,Active
Mine_02886,Theni,Granite,38.35,9.286166,76.359618,Active
Mine_02887,Dindigul,Marble,17.99,12.13771,77.688294,Active
Mine_02888,Cuddalore,Granite,42.06,9.958765,80.336954,Active
Mine_02889,Salem,Sand,20.04,10.96806,76.392509,Active
Mine_02890,Krishnagiri,Sandstone,50.4,13.488366,77.568276,Active
Mine_02891,Vellore,Granite,15.77,12.32081,80.051692,Active
Mine_02892,Tuticorin,Sandstone,19.91,13.442515,78.154748,Active
Mine_02893,Karur,Granite,6.99,11.011186,77.568393,Active
Mine_02894,Kanyakumari,Limestone,200.77,11.842998,76.730264,Active
Mine_02895,Madurai,Limestone,72.85,8.119016,77.049163,Active
Mine_02896,Madurai,Granite,44.23,10.033277,76.959117,Active
Mine_02897,Namakkal,Limestone,1.0,11.005568,77.537661,Closed
Mine_02898,Erode,Sand,40.74,9.048938,80.107873,Active
Mine_02899,Cuddalore,Silica Sand,58.02,8.089907,77.943338,Active
Mine_02900,Theni,Sand,20.01,9.499674,76.015205,Active
Mine_02901,Tuticorin,Sandstone,20.1,11.103199,77.02459,Active
Mine_02902,Salem,Sand,26.83,11.54313,80.131863,Active
Mine_02903,Cuddalore,Silica Sand,104.7,10.191077,77.435929,Active
Mine_02904,Vellore,Granite,173.7,12.542249,77.191143,Active
Mine_02905,Tirunelveli,Silica Sand,60.99,8.811567,78.130992,Active
Mine_02906,Ariyalur,Salt,72.59,11.542829,77.78885,Active
Mine_02907,Namakkal,Sandstone,9.83,11.813494,79.182824,Closed
Mine_02908,Kanyakumari,Granite,42.63,9.272901,77.13285,Closed
Mine_02909,Ariyalur,Salt,6.48,12.542855,77.310863,Active
Mine_02910,Dindigul,Limestone,22.31,10.007779,79.609996,Closed
Mine_02911,Virudhunagar,Iron Ore,39.0,8.840889,79.801557,Active
Mine_02912,Dindigul,Sand,11.54,12.036345,77.280949,Closed
Mine_02913,Cuddalore,Iron Ore,5.3,8.274472,78.501421,Active
Mine_02914,Ariyalur,Salt,6.57,10.203241,78.172679,Active
Mine_02915,Erode,Salt,46.39,9.187265,79.192258,Active
Mine_02916,Tiruppur,Marble,37.81,8.37913,79.890146,Active
Mine_02917,Kanyakumari,Silica Sand,154.74,11.275264,79.261193,Active
Mine_02918,Karur,Salt,63.9,8.192494,79.15296,Active
Mine_02919,Tuticorin,Marble,34.74,11.814039,79.731974,Active
Mine_02920,Karur,Limestone,14.92,10.409673,77.615108,Active
Mine_02921,Dindigul,Salt,27.8,9.067891,78.1468,Closed
Mine_02922,Karur,Salt,45.52,11.013823,76.763011,Active
Mine_02923,Krishnagiri,Salt,13.91,12.554689,78.873363,Active
Mine_02924,Erode,Granite,72.42,8.301068,79.49222,Active
Mine_02925,Cuddalore,Marble,28.42,8.453519,79.311762,Active
Mine_02926,Virudhunagar,Granite,3.74,10.130929,76.425098,Active
Mine_02927,Salem,Salt,76.84,8.424994,77.544702,Active
Mine_02928,Namakkal,Iron Ore,8.46,11.039903,77.83346,Active
Mine_02929,Virudhunagar,Salt,14.47,11.415203,77.917253,Active
Mine_02930,Coimbatore,Sand,18.13,13.162302,78.982614,Active
Mine_02931,Ariyalur,Limestone,32.7,12.327357,79.901642,Active
Mine_02932,Tirunelveli,Granite,46.93,10.904186,77.298548,Active
Mine_02933,Tirunelveli,Marble,190.31,12.490036,79.185912,Active
Mine_02934,Erode,Silica Sand,5.59,12.386611,79.194222,Active
Mine_02935,Namakkal,Marble,3.66,11.607169,80.100603,Active
Mine_02936,Tiruvannamalai,Iron Ore,93.04,9.563892,78.942747,Active
Mine_02937,Cuddalore,Salt,21.5,9.649953,76.218401,Active
Mine_02938,Dharmapuri,Granite,41.27,9.340444,76.100552,Active
Mine_02939,Ariyalur,Limestone,14.66,8.560625,76.282247,Active
Mine_02940,Krishnagiri,Marble,100.4,12.932133,80.140004,Active
Mine_02941,Theni,Sandstone,9.91,12.389256,76.961708,Active
Mine_02942,Tuticorin,Limestone,15.53,8.847858,78.03928,Active
Mine_02943,Tirunelveli,Salt,8.72,8.918356,78.590097,Active
Mine_02944,Ariyalur,Iron Ore,63.32,12.13219,80.240175,Active
Mine_02945,Cuddalore,Granite,32.02,8.609087,77.29983,Active
Mine_02946,Salem,Salt,1.0,11.348412,76.29459,Active
Mine_02947,Tuticorin,Granite,38.2,10.339783,76.571593,Active
Mine_02948,Krishnagiri,Limestone,9.0,9.877201,80.349767,Active
Mine_02949,Dindigul,Salt,12.29,9.155291,79.527626,Active
Mine_02950,Virudhunagar,Granite,174.79,11.946105,78.95863,Active
Mine_02951,Cuddalore,Granite,157.41,10.959633,78.048325,Closed
Mine_02952,Perambalur,Limestone,30.32,9.504713,80.17055,Active
Mine_02953,Dharmapuri,Sandstone,25.8,11.950597,77.515969,Active
Mine_02954,Namakkal,Marble,18.3,12.848559,76.507203,Active
Mine_02955,Namakkal,Sandstone,78.95,9.394081,78.850437,Active
Mine_02956,Namakkal,Limestone,91.85,8.913354,78.984381,Active
Mine_02957,Erode,Sand,112.0,12.450852,79.692815,Active
Mine_02958,Namakkal,Sandstone,1.05,9.303728,79.483857,Active
Mine_02959,Tirunelveli,Iron Ore,11.61,10.174109,80.42423,Active
Mine_02960,Krishnagiri,Silica Sand,13.81,11.284842,79.227888,Active
Mine_02961,Kanyakumari,Marble,31.43,8.17708,78.785151,Active
Mine_02962,Dindigul,Iron Ore,20.62,11.579254,78.371438,Active
Mine_02963,Tiruvannamalai,Salt,14.39,9.526408,79.889924,Closed
Mine_02964,Kanyakumari,Salt,1.0,12.178414,79.426514,Active
Mine_02965,Kanyakumari,Sandstone,5.02,9.275917,80.066762,Closed
Mine_02966,Coimbatore,Iron Ore,42.4,9.600365,78.640387,Active
Mine_02967,Kanyakumari,Salt,31.82,8.065661,78.255448,Active
Mine_02968,Namakkal,Limestone,111.69,10.523155,80.222873,Active
Mine_02969,Krishnagiri,Silica Sand,35.57,11.023263,76.351469,Active
Mine_02970,Karur,Sand,77.2,8.001704,79.970265,Active
Mine_02971,Coimbatore,Limestone,107.06,11.771498,79.181652,Active
Mine_02972,Namakkal,Granite,30.86,12.713963,77.219264,Active
Mine_02973,Tiruppur,Granite,1.99,10.229383,76.827597,Active
Mine_02974,Tuticorin,Salt,25.77,11.301597,78.569399,Active
Mine_02975,Virudhunagar,Limestone,119.18,9.917747,76.808861,Active
Mine_02976,Vellore,Sand,25.51,12.285628,78.884371,Active
Mine_02977,Tiruppur,Iron Ore,1.55,10.51249,79.71634,Active
Mine_02978,Ariyalur,Iron Ore,6.65,13.421755,78.946041,Closed
Mine_02979,Madurai,Iron Ore,47.43,9.917945,79.978386,Active
Mine_02980,Coimbatore,Salt,90.68,10.466289,78.956068,Active
Mine_02981,Tiruvannamalai,Sandstone,3.49,12.242919,76.215174,Active
Mine_02982,Karur,Iron Ore,41.17,8.182581,80.485432,Closed
Mine_02983,Erode,Salt,11.66,10.155896,78.906704,Active
Mine_02984,Karur,Sand,16.69,9.408589,79.956316,Active
Mine_02985,Salem,Sand,109.39,11.799681,76.993152,Active
Mine_02986,Ariyalur,Iron Ore,47.65,9.346175,78.919817,Active
Mine_02987,Coimbatore,Limestone,7.85,11.847991,76.123168,Active
Mine_02988,Theni,Marble,86.82,9.290759,76.510572,Active
Mine_02989,Erode,Sandstone,50.26,10.050455,79.058541,Active
Mine_02990,Erode,Silica Sand,2.68,9.057604,76.308367,Closed
Mine_02991,Salem,Salt,34.19,8.460149,77.229906,Active
Mine_02992,Vellore,Sandstone,3.03,12.019193,77.345861,Active
Mine_02993,Krishnagiri,Sandstone,64.89,11.110425,80.057135,Active
Mine_02994,Virudhunagar,Sand,34.36,13.136414,77.453899,Active
Mine_02995,Karur,Iron Ore,1.33,9.532822,78.387277,Active
Mine_02996,Virudhunagar,Silica Sand,21.1,9.387604,77.803125,Active
Mine_02997,Salem,Iron Ore,14.26,13.474418,77.469236,Active
Mine_02998,Karur,Limestone,23.12,12.383846,76.421372,Active
Mine_02999,Vellore,Silica Sand,28.2,8.243703,76.213213,Closed
Mine_03000,Tuticorin,Silica Sand,42.15,10.941976,78.067059,Active
Mine_03001,Ariyalur,Limestone,1.0,8.40324,77.005171,Active
Mine_03002,Coimbatore,Iron Ore,15.08,8.992657,79.375378,Active
Mine_03003,Coimbatore,Sandstone,17.19,10.815053,80.202402,Active
Mine_03004,Perambalur,Iron Ore,77.08,11.233858,77.245917,Active
Mine_03005,Salem,Limestone,30.22,10.09808,76.620653,Active
Mine_03006,Dindigul,Limestone,39.32,10.695709,76.642727,Active
Mine_03007,Coimbatore,Salt,9.15,9.354461,80.198567,Active
Mine_03008,Tiruppur,Sandstone,4.43,12.599704,77.836869,Active
Mine_03009,Virudhunagar,Sand,69.08,12.282587,80.004989,Active
