mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status
Unknown Quarry 326,Tamil Nadu,sand,10.0,12.7543285,79.9152375,Active
Unknown Quarry 327,Tamil Nadu,sand,10.0,12.7666968,79.8801005,Active
Unknown Quarry 328,Tamil Nadu,Granite,10.0,12.7470402,79.8782552,Active
Unknown Quarry 329,Tamil Nadu,Granite,10.0,12.7467733,79.8660349,Active
Unknown Quarry 330,Tamil Nadu,Granite,10.0,12.7244722,79.8512185,Active
Unknown Quarry 331,Tamil Nadu,Granite,10.0,12.6269432,79.8454946,Active
Unknown Quarry 332,Tamil Nadu,Granite,10.0,12.813109,79.8754335,Active
Unknown Quarry 333,Tamil Nadu,Granite,10.0,10.6789112,78.5379901,Active
Unknown Quarry 334,Tamil Nadu,Granite,10.0,11.0532766,77.7812827,Active
Unknown Quarry 335,Tamil Nadu,Granite,10.0,10.0658821,78.1219768,Active
Unknown Quarry 336,Tamil Nadu,Granite,10.0,12.3737065,79.5832524,Active
Unknown Quarry 337,Tamil Nadu,Granite,10.0,12.0521204,79.6593117,Active
Unknown Quarry 338,Tamil Nadu,Granite,10.0,12.2147663,79.7599268,Active
Unknown Quarry 339,Tamil Nadu,Granite,10.0,12.1874173,79.7597551,Active
Unknown Quarry 340,Tamil Nadu,Granite,10.0,12.7187428,80.0275951,Active
Unknown Quarry 341,Tamil Nadu,dimension_stone,10.0,11.2522695,76.9996065,Active
Unknown Quarry 342,Tamil Nadu,sand,10.0,12.874344,79.4196617,Active
Unknown Quarry 343,Tamil Nadu,Granite,10.0,12.792483,77.9591775,Active
Unknown Quarry 344,Tamil Nadu,Granite,10.0,12.7754547,77.9957306,Active
Unknown Quarry 345,Tamil Nadu,Granite,10.0,12.768915,77.9537809,Active
Unknown Quarry 346,Tamil Nadu,Granite,10.0,12.8025373,78.0330616,Active
Unknown Quarry 347,Tamil Nadu,Granite,10.0,12.8130149,78.0198169,Active
Unknown Quarry 348,Tamil Nadu,Granite,10.0,12.7901865,78.0201816,Active
Unknown Quarry 349,Tamil Nadu,Granite,10.0,12.7065449,78.0136263,Active
Unknown Quarry 350,Tamil Nadu,Granite,10.0,12.8434826,77.958861,Active
Unknown Quarry 351,Tamil Nadu,Granite,10.0,8.6670906,77.9204431,Active
Unknown Quarry 352,Tamil Nadu,Granite,10.0,8.8111922,77.7537417,Active
Unknown Quarry 353,Tamil Nadu,Granite,10.0,8.8175004,77.7669274,Active
Unknown Quarry 354,Tamil Nadu,Granite,10.0,8.81538,77.7721202,Active
Unknown Quarry 355,Tamil Nadu,Granite,10.0,8.893276,77.7078652,Active
Unknown Quarry 356,Tamil Nadu,Granite,10.0,8.8832166,77.7107191,Active
Unknown Quarry 357,Tamil Nadu,Granite,10.0,8.9261553,77.7437532,Active
Unknown Quarry 358,Tamil Nadu,Granite,10.0,8.9197536,77.7349662,Active
Unknown Quarry 359,Tamil Nadu,Granite,10.0,8.9263912,77.7308437,Active
Unknown Quarry 360,Tamil Nadu,Granite,10.0,8.9632602,77.7522826,Active
Unknown Quarry 361,Tamil Nadu,Granite,10.0,8.8757911,77.7821302,Active
Unknown Quarry 362,Tamil Nadu,Granite,10.0,8.3828465,77.6918256,Active
Unknown Quarry 363,Tamil Nadu,Granite,10.0,8.3831596,77.6872041,Active
Unknown Quarry 364,Tamil Nadu,Granite,10.0,8.2706965,77.7852845,Active
Unknown Quarry 365,Tamil Nadu,Granite,10.0,8.2015297,77.6654756,Active
Unknown Quarry 366,Tamil Nadu,Granite,10.0,8.1790882,77.6575792,Active
Unknown Quarry 367,Tamil Nadu,Granite,10.0,8.1821441,77.6562112,Active
Unknown Quarry 368,Tamil Nadu,Granite,10.0,8.1872787,77.661978,Active
Unknown Quarry 369,Tamil Nadu,Granite,10.0,8.1932043,77.6771808,Active
Unknown Quarry 370,Tamil Nadu,Granite,10.0,8.187491,77.6784789,Active
Unknown Quarry 371,Tamil Nadu,Granite,10.0,8.1841459,77.672224,Active
Unknown Quarry 372,Tamil Nadu,Granite,10.0,8.2676441,77.6223886,Active
Unknown Quarry 373,Tamil Nadu,Granite,10.0,8.196252,77.6394475,Active
Unknown Quarry 374,Tamil Nadu,Granite,10.0,8.6310275,77.4816048,Active
Unknown Quarry 375,Tamil Nadu,Granite,10.0,8.6695779,77.4642616,Active
Unknown Quarry 376,Tamil Nadu,Granite,10.0,9.9252531,78.0252711,Active
Unknown Quarry 377,Tamil Nadu,Granite,10.0,10.4900511,77.6876715,Active
Unknown Quarry 378,Tamil Nadu,Granite,10.0,10.4535182,77.6503341,Active
Unknown Quarry 379,Tamil Nadu,Granite,10.0,10.5164109,77.5755511,Active
Unknown Quarry 380,Tamil Nadu,Granite,10.0,8.3603331,77.7233523,Active
Unknown Quarry 381,Tamil Nadu,Granite,10.0,8.3096121,77.7244091,Active
Balaji Blue Metals Quarry,Tamil Nadu,dimension_stone,10.0,11.2515171,76.9380713,Active
Unknown Quarry 383,Tamil Nadu,Granite,10.0,8.2232744,77.50332,Active
Unknown Quarry 384,Tamil Nadu,Granite,10.0,9.9935561,77.5328212,Active
Unknown Quarry 385,Tamil Nadu,Granite,10.0,8.2446463,77.2092989,Active
Unknown Quarry 386,Tamil Nadu,Granite,10.0,9.5451166,77.6197284,Active
Unknown Quarry 387,Tamil Nadu,Granite,10.0,8.6850494,77.4274322,Active
Unknown Quarry 388,Tamil Nadu,Granite,10.0,8.6976807,77.4070394,Active
Unknown Quarry 389,Tamil Nadu,Granite,10.0,8.7215979,77.4105906,Active
Unknown Quarry 390,Tamil Nadu,Granite,10.0,8.7577479,77.4274707,Active
Unknown Quarry 391,Tamil Nadu,Granite,10.0,8.7475616,77.4131455,Active
Unknown Quarry 392,Tamil Nadu,sand,10.0,10.9404281,79.2135125,Active
Tirisulam Quarry,Tamil Nadu,Granite,10.0,12.971883,80.1749727,Active
Unknown Quarry 394,Tamil Nadu,Granite,10.0,8.2494243,77.2505272,Active
Unknown Quarry 395,Tamil Nadu,Granite,10.0,8.2487341,77.2474855,Active
Unknown Quarry 396,Tamil Nadu,Granite,10.0,11.4310436,79.2168553,Active
Unknown Quarry 397,Tamil Nadu,Granite,10.0,11.4310554,79.1447161,Active
Unknown Quarry 398,Tamil Nadu,Granite,10.0,11.6676548,79.2053519,Active
Unknown Quarry 399,Tamil Nadu,Granite,10.0,11.6829356,79.205191,Active
Unknown Quarry 400,Tamil Nadu,Granite,10.0,9.5308608,78.1737435,Active
Unknown Quarry 401,Tamil Nadu,Granite,10.0,9.526184,78.1698971,Active
Unknown Quarry 402,Tamil Nadu,Granite,10.0,8.7180294,77.4494558,Active
Unknown Quarry 403,Tamil Nadu,Granite,10.0,11.5583024,77.8093922,Active
Unknown Quarry 404,Tamil Nadu,Granite,10.0,12.5317433,78.3415424,Active
Unknown Quarry 405,Tamil Nadu,Granite,10.0,12.5157293,78.3302557,Active
Unknown Quarry 406,Tamil Nadu,Granite,10.0,12.51243,78.355844,Active
Unknown Quarry 407,Tamil Nadu,Granite,10.0,12.4510765,78.381207,Active
Unknown Quarry 408,Tamil Nadu,Granite,10.0,12.4531089,78.3713149,Active
Unknown Quarry 409,Tamil Nadu,Granite,10.0,12.4575299,78.4233283,Active
Unknown Quarry 410,Tamil Nadu,Granite,10.0,12.4902137,78.3075857,Active
Unknown Quarry 411,Tamil Nadu,Granite,10.0,12.4899937,78.3391821,Active
Unknown Quarry 412,Tamil Nadu,Granite,10.0,12.4787748,78.3623779,Active
Unknown Quarry 413,Tamil Nadu,Granite,10.0,12.4737361,78.3544922,Active
Unknown Quarry 414,Tamil Nadu,Granite,10.0,12.4289911,77.8427052,Active
Unknown Quarry 415,Tamil Nadu,Granite,10.0,12.4347535,77.8343153,Active
Unknown Quarry 416,Tamil Nadu,Granite,10.0,12.4726781,77.8389179,Active
Unknown Quarry 417,Tamil Nadu,Granite,10.0,12.466026,77.8402483,Active
Unknown Quarry 418,Tamil Nadu,Granite,10.0,12.4734428,77.6900017,Active
Unknown Quarry 419,Tamil Nadu,Granite,10.0,9.2836588,77.7395045,Active
Unknown Quarry 420,Tamil Nadu,Granite,10.0,9.4749053,78.2036876,Active
Unknown Quarry 421,Tamil Nadu,Granite,10.0,9.4702489,78.1728959,Active
Unknown Quarry 422,Tamil Nadu,Granite,10.0,9.4746934,78.1893324,Active
Unknown Quarry 423,Tamil Nadu,Granite,10.0,8.324602,77.3348934,Active
Unknown Quarry 424,Tamil Nadu,Granite,10.0,8.3235776,77.3296577,Active
Unknown Quarry 425,Tamil Nadu,Granite,10.0,8.3171443,77.333343,Active
Unknown Quarry 426,Tamil Nadu,Granite,10.0,10.1214416,78.6591499,Active
Unknown Quarry 427,Tamil Nadu,Granite,10.0,8.179829,77.651563,Active
Unknown Quarry 428,Tamil Nadu,Granite,10.0,12.8498425,79.1266909,Active
Unknown Quarry 429,Tamil Nadu,Granite,10.0,11.5856752,78.1558183,Active
Unknown Quarry 430,Tamil Nadu,Granite,10.0,11.5824242,78.1571881,Active
Unknown Quarry 431,Tamil Nadu,Granite,10.0,11.6298826,78.1787027,Active
Unknown Quarry 432,Tamil Nadu,Granite,10.0,11.6241366,78.1713942,Active
Unknown Quarry 433,Tamil Nadu,Granite,10.0,11.6462758,78.1922055,Active
Unknown Quarry 434,Tamil Nadu,Granite,10.0,11.7217304,78.1673047,Active
Unknown Quarry 435,Tamil Nadu,Granite,10.0,13.0912848,79.2036581,Active
Unknown Quarry 436,Tamil Nadu,Granite,10.0,13.282082,79.5976102,Active
Unknown Quarry 437,Tamil Nadu,Granite,10.0,13.2098763,79.55477,Active
Unknown Quarry 438,Tamil Nadu,Granite,10.0,13.0952423,78.8926479,Active
Unknown Quarry 439,Tamil Nadu,coal,10.0,8.8880609,77.6407402,Active
Unknown Quarry 440,Tamil Nadu,Granite,10.0,10.2445225,78.2418608,Active
Unknown Quarry 441,Tamil Nadu,Granite,10.0,10.9310946,77.7802629,Active
Unknown Quarry 442,Tamil Nadu,Granite,10.0,10.9118662,77.8771898,Active
Unknown Quarry 443,Tamil Nadu,Granite,10.0,10.886617,77.9414366,Active
Unknown Quarry 444,Tamil Nadu,Granite,10.0,10.8912568,77.9386676,Active
Unknown Quarry 445,Tamil Nadu,Granite,10.0,10.8829609,77.9622715,Active
Unknown Quarry 446,Tamil Nadu,Granite,10.0,12.9737223,79.3296537,Active
Unknown Quarry 447,Tamil Nadu,Granite,10.0,9.8905473,77.9504662,Active
Unknown Quarry 448,Tamil Nadu,Granite,10.0,12.6439292,77.8140145,Active
Unknown Quarry 449,Tamil Nadu,Granite,10.0,12.6545464,77.8152362,Active
Unknown Quarry 450,Tamil Nadu,Granite,10.0,11.085571,77.5144605,Active
Unknown Quarry 451,Tamil Nadu,Granite,10.0,11.0967273,77.5356809,Active
Unknown Quarry 452,Tamil Nadu,Granite,10.0,8.9906558,77.236872,Active
Unknown Quarry 453,Tamil Nadu,Granite,10.0,12.660715,77.9634315,Active
Unknown Quarry 454,Tamil Nadu,Granite,10.0,12.9396749,79.2025718,Active
Unknown Quarry 455,Tamil Nadu,Granite,10.0,10.3923762,78.8019329,Active
Unknown Quarry 456,Tamil Nadu,Granite,10.0,11.2557647,79.1895353,Active
Magnesite mines Quarry,Tamil Nadu,Granite,10.0,11.7275484,78.1361979,Active
